x,y,Al,Ca,Fe,K,Mg,Mn,P,Zn,pH
1,1,206.343919931305,249.044289271539,113.664582055725,74.4016561144966,37.7451948125718,10.8053590233456,0.397543455993513,0.465439652879789,5.62480630407593
1,2,212.007714432743,225.691320302863,113.955527030317,71.5103583681899,36.4544099759834,9.99205370791603,0.812716211820509,0.448321224076882,5.65420265020596
1,3,225.852851361862,185.68587466278,116.95268190766,69.861619637368,35.2623837539676,8.35520366386449,1.12691510463982,0.417731158716617,5.57822868884815
1,4,231.813762830009,121.840534305753,113.192709103974,67.69047820944,33.2126857942,6.2878063671287,0.106429430115572,0.34032355059868,5.46988749556391
1,5,221.717830988904,78.2935600382357,102.637238266109,65.1359861436034,31.4982084387159,4.35529435153188,0.00248968779244519,0.231204598666837,5.35747235644728
1,6,201.01757001147,80.2687366496911,94.6926540636078,63.3028461343511,30.7726314859698,3.81406043566977,0.000858940104519092,0.185460486884896,5.41569973573636
1,7,176.806637466486,110.165275561789,92.499730806709,62.3935566120093,32.2426655689468,4.43369390212488,0.00369757259862838,0.191269515672298,5.61645748110569
1,8,163.578461534274,180.117550207718,98.134138874265,61.1533288153854,37.2927054864379,6.548229976604,0.187846117977449,0.24895912289338,5.72497364350236
1,9,164.354118460641,309.078886233996,108.471764349432,59.6843236245689,43.5531954348703,10.4660330051699,0.519463493278188,0.418362891809408,5.74224576322998
1,10,175.314805638885,336.833351778584,109.992683941757,58.4465985918362,43.5176154967135,12.3630949420486,0.105194874717185,0.487244517715827,5.72512599587609
1,11,192.439263009715,249.211469854289,106.479482743975,57.4760106587191,36.408666975172,9.5340190355215,0.0022128121460078,0.356845253354076,5.68915611578943
1,12,203.506366377955,165.434743682751,105.281133504882,54.3138162737416,28.0423793419884,5.65211819556737,0.000221651751566993,0.278566511588133,5.48298874982614
1,13,201.106299408156,93.6681754671708,101.342013500055,49.9404093059239,21.3191945697867,3.48846719457482,0.00015046961557342,0.225680205883832,5.18267790233746
1,14,185.760101504414,72.2322800208837,95.3223724539485,47.2491583035511,18.9765189319764,3.67752372963683,0.000184230570410414,0.20214029397818,5.15290693226794
1,15,172.418577387206,96.3690685158889,93.1251583141342,46.0788784034335,19.2633700002225,5.5744721918292,0.000161936522601106,0.220155437652092,5.28636887546753
1,16,164.311683577079,108.787379812925,97.5564697048196,46.2808913643564,20.987778214808,6.3305562642996,0.00068800852770932,0.241111966173372,5.31361902689406
1,17,164.817550494767,103.663068658889,107.570744284204,47.2972826870482,21.7071110627779,4.91994969037213,0.026176062054373,0.27124483009334,5.18393339126735
1,18,174.097045352105,85.6154667144823,110.794433748849,48.0194797715833,18.8624475711006,3.47282586709034,0.176086518178373,0.292586116375317,5.01889892140579
1,19,184.142959280055,55.3327836962965,108.703891320056,47.9676791538523,14.5167839598095,2.90401658251372,0.282771540953881,0.304675098475855,4.82582595443939
1,20,191.042838716122,43.4938382819601,106.478115733174,49.1147583845782,12.8796187954943,2.92453640642096,0.159485010823079,0.308609034387988,4.77315626124776
2,1,198.20062633905,264.732897968297,102.87859315028,78.2572718485155,34.6178954705446,11.3430918002753,0.0658871437372473,0.476606807313143,5.65483820744405
2,2,202.10940258952,253.98545486073,99.133169388631,75.9978203437591,33.9332323589545,10.206361182528,0.0946141050780962,0.454915362443655,5.67387715307496
2,3,215.643296494023,207.111190201165,102.559061359454,75.5569912967913,34.30028218367,8.66400755965547,0.0842385359935642,0.43325236798102,5.5895099667394
2,4,223.920309939253,112.122134676678,102.593049726326,74.3008190501068,31.0816751956203,6.37304370855315,0.00220653884128281,0.364244346187678,5.46307415855096
2,5,214.22117821249,81.4796752211189,95.316891046246,72.68046088133,30.1590174040095,4.31501356993348,0.000165232832427538,0.257869940366425,5.38996680379537
2,6,194.064545235027,91.5059058758594,87.4745058978711,71.4799995053907,29.4641893154388,3.88565868417641,0.000143160276015192,0.21597470632173,5.48938109234138
2,7,175.07796920794,115.188438397786,84.9250919646738,70.4594782973761,30.5302143472133,4.66297873651109,0.000189197732163573,0.23012678988076,5.69387136089782
2,8,163.461707837291,174.479522131903,92.5493326113404,68.3238858634445,35.093748337807,6.46038264101466,0.00521988611821393,0.290141451715019,5.77606957562262
2,9,164.10415637876,294.101796358632,104.768426788856,65.4894719114336,39.9023366581124,9.7183511015362,0.0615812200891184,0.450370125094455,5.7524608341203
2,10,174.700588832135,297.132544205457,111.798665973715,62.6925570525403,40.2123896611356,11.2852699244657,0.0204689155301018,0.507631779196615,5.69233810523454
2,11,189.365052097844,212.39337262466,109.954811895095,60.5223095823683,33.9599178152001,8.66735543550527,0.000732444879844037,0.375115905331897,5.64088096902528
2,12,196.196278065111,156.256533502164,107.275117789479,56.7855326733299,27.2955333661161,5.42862245701288,0.000167724188447415,0.30031120022107,5.49109074841197
2,13,185.52554642935,94.869460102304,100.194094343831,52.0312899781771,21.390771308941,3.3256576412134,0.000402203158538863,0.239617253756859,5.23599462550015
2,14,165.969641061883,67.4505837899227,89.3433991081578,49.584515015499,19.0253963050744,3.30534182590737,0.00080384493208033,0.211632060556319,5.20468188615153
2,15,148.930894916511,76.335644490348,87.8194516454908,49.6378386136885,19.0774422022455,4.89953631977002,0.000374420434409941,0.239588939111185,5.33949609490117
2,16,142.781998762561,84.5677833206566,91.7166073881597,51.6721927866896,20.1939285059744,5.58050567637228,0.000447185714171162,0.263720996174972,5.42583282843998
2,17,148.402750070667,91.6649615037027,99.018270091333,54.8930961535277,22.6443298740425,5.02582552134524,0.00246227151919694,0.293765208384908,5.44906775599992
2,18,169.306452864311,84.2613142981168,104.16238883108,57.8793343005437,21.6298758549093,3.71896260926292,0.00817439022787687,0.319415657179067,5.27934871989344
2,19,201.757239991772,53.1873196375939,103.46141847146,59.8103081149434,18.1734442881295,2.67822858379604,0.0100542734107813,0.327877490823638,4.94337112458455
2,20,213.373904891619,45.5457290723658,102.773632544229,61.9421404927915,16.695590697302,2.75341722236253,0.0098264015129279,0.333036654535014,4.86073955032884
3,1,194.141575974651,271.947275564942,92.2834655817423,83.1193169015769,31.9121332396048,11.9001076429901,0.0022888709668052,0.499719509902381,5.54202923479306
3,2,193.394535678747,272.68898826924,86.352187181405,82.1144016406621,32.9728603643166,10.8032639714747,0.001573321515115,0.48012972625954,5.53596292627625
3,3,199.294320676525,243.093726255941,92.5927571969842,84.0425837845127,38.1374325744407,9.28087929247222,0.00115181498616792,0.443806292809592,5.50565468831191
3,4,202.676399183366,174.095664237485,97.4138936367573,84.6280433941758,37.8732058366455,7.28276077632896,0.000227570552979185,0.418906267772943,5.46337466175098
3,5,196.394518007465,147.57684632314,95.420198540031,83.7106272944705,35.0250532239235,5.61848603955067,0.000123385619166135,0.397553209984907,5.49449255609984
3,6,184.614817651177,158.003582342632,88.6031943745286,82.9809635864771,32.6325983653759,5.68038829858227,0.000458288681143668,0.378171343539215,5.63928477710593
3,7,177.722416435351,155.457078653843,86.017018068904,81.1133391935817,30.2468385034731,6.51674943807685,0.000367362665672851,0.363850181933643,5.73182295269649
3,8,174.379149384847,174.066238271073,93.265313905014,77.9919107109136,32.9361158557901,7.5859622662972,0.000485001636277192,0.403147320299152,5.72265984806765
3,9,179.995591172264,214.144262495987,108.109000890987,73.8239339773039,36.5365545082195,9.45296616248968,0.00106773385347865,0.497214124734708,5.60427829900513
3,10,182.100900218008,186.057902273947,114.238082436801,68.7473792229935,34.6180940214784,9.60652815261283,0.000528363828355888,0.510060738760068,5.4559925998819
3,11,189.954073824184,139.507388326648,119.637626139486,64.2211460013288,28.4779958498181,6.8405912819691,0.000207766070434724,0.423721517923557,5.30171085502016
3,12,193.757337373632,138.812975103818,115.320401462153,60.8456063896009,28.0908687755982,5.85578030755148,0.00016629663440484,0.370632098865382,5.38685376317816
3,13,169.492684210421,109.450247463651,99.092271372494,55.903641901832,25.1836141308326,4.3667124321229,0.00463242667252203,0.307921112350337,5.39718656737999
3,14,152.332090140945,72.9802807190426,88.7465478631008,52.515591059131,20.7316235658694,3.5529010433296,0.0253825514961174,0.279369531570938,5.28833538588139
3,15,143.76503938065,82.4338886794203,82.9577519007372,53.9298160964144,21.0348145749914,5.08687940349924,0.00105208272601047,0.315573911955898,5.46543609151927
3,16,142.441031254026,86.7611490212347,85.2122846563947,58.3594865321069,22.1458980337365,5.68015520762827,0.000212008751678944,0.336541260655149,5.56481860750849
3,17,153.898837431088,80.6775049784653,91.8775260742202,64.9597078637512,25.3329680211958,4.85020137809974,0.00015455443238309,0.350397495478214,5.54860055050905
3,18,175.560313011234,85.3317200738298,101.027144722755,71.5882743760099,28.3944330127379,4.02582795576898,0.000238233867643415,0.373083296098979,5.43638769560756
3,19,209.731185246371,78.6099158751743,106.404988326296,77.5660632453438,30.6006660903855,3.37767597285869,0.000229781267706801,0.385347623100563,5.2280513054058
3,20,218.570101795237,81.0632976519272,105.84298081994,80.346938352238,29.1498114695367,3.78841311242416,0.000505764183227596,0.390267025505701,5.16021575602731
4,1,204.962079803382,255.77057703029,96.609118568565,89.3113910764376,33.5002875400349,11.6206981842861,0.000394521868264416,0.511701505390885,5.48793038010478
4,2,200.64943655185,274.326020522385,96.178011511885,89.113646883664,36.8868695015519,11.1828968517652,0.000404331226323178,0.518779431019087,5.4871478580015
4,3,197.786240909526,295.317885109472,108.112067640058,91.8803775877562,45.9547114551738,10.5038336323769,0.00162379463278669,0.529082868821627,5.51262169385259
4,4,194.398645516422,282.148129402739,113.726330061196,93.7414322569075,48.6557516068825,9.25791151300726,0.00339590055386647,0.563641242427756,5.53978373434127
4,5,190.544526021519,268.912525030729,108.270444500276,94.1337953963092,44.5183472447323,8.68806876885272,0.0082132046584299,0.634710639125571,5.63038105039419
4,6,186.870305866667,293.825106959987,102.144992903982,94.4697403272844,41.8975876374669,10.6755005593722,0.0428782851868501,0.68227333693584,5.83546710910849
4,7,188.144350044791,276.817118684648,102.502934907641,93.620575679783,38.2781037337879,11.2927467325671,0.00157742662229275,0.60781302546694,5.87060081887937
4,8,190.350398017639,252.34828823221,110.167635270711,91.0645484872184,39.8370785132258,11.7015251373283,0.000351683436195921,0.597535727381376,5.82312456955947
4,9,200.181024233182,223.235090069434,120.244281561692,86.2503407573358,40.7797153159486,11.835221655497,0.00056655048055565,0.59719706456282,5.64228152511131
4,10,203.16806340904,162.976259778796,121.416103390439,79.2862078258927,36.0204177334704,10.6690811242492,0.000636044392507494,0.553773558910486,5.41814711190881
4,11,208.566825440838,117.588840060301,124.906396265514,72.3637184521876,29.7299937982015,7.79679290914798,0.00081780913561669,0.490726491013163,5.2006871935863
4,12,210.722720644126,125.649668635985,118.812861137132,67.4313262066818,30.7743766987038,7.28119106999409,0.00077503096810389,0.458389479658769,5.30699134072509
4,13,189.436898747506,115.153812869084,101.238585958579,61.6763307032522,28.9920868319587,5.74406558429224,0.010244437645557,0.416400838569479,5.39178436001888
4,14,176.663043612851,87.2111112604504,93.1211979324426,57.9296778774601,24.4559059565108,4.37218467960289,0.0448098000977582,0.395119490034171,5.28928936460843
4,15,174.032414953398,100.702445344358,89.751436733466,59.8312692485051,24.0980692961494,5.65182198372266,0.00251368850950645,0.430541166728678,5.42194484515259
4,16,177.392195913688,109.380472828581,89.195783669015,66.3717776033972,25.4898762022086,5.86799516143458,0.000439566482368396,0.438484640451181,5.5130327142569
4,17,185.785304988621,107.333666603129,96.124168826243,76.9796622403043,31.1419267041596,4.7973852046173,0.000275928217620674,0.437792909917219,5.4871317795298
4,18,197.496275177742,138.568352970909,108.807929787177,87.7991810825435,38.8408817575097,5.01348553506898,0.000651656085987578,0.461694272446974,5.49829901475416
