x,y,Al,Ca,Cu,Fe,K,Mg,Mn,P
4,20,880.7513233644,136.752753356013,0.664996389793937,117.230230991456,71.9644538711113,18.2000322022797,1.33235778394298,2.97347145598794
4,21,892.19207493827,147.746621933994,0.486359265175157,128.913919514198,73.5563801445191,16.9277440273541,1.48296217039147,2.92865081279356
4,22,909.023723786878,164.589733592132,0.438131024739127,145.413580274495,75.1849087787055,16.0969479819104,1.75180002493168,2.91840690714485
4,23,929.396431669255,191.928104640074,0.60373944500881,168.079005972772,75.8204897824759,20.7455521367539,2.20564062804744,2.98286174607927
4,24,937.705744556742,233.210327869415,0.834954499302244,179.046304385674,78.5814741126199,26.2631271189795,2.81945535530621,3.03935022503771
4,25,948.361289982116,284.027484583445,0.88210961037864,180.979502491012,83.2732021888197,27.9346800307607,3.01693574654935,3.16066086262104
5,1,680.533862179027,72.749999514284,0.0311649649997119,84.5347027530906,31.1096737062462,9.72548253819559,0.72336126643495,2.73283225582706
5,2,714.231657322155,77.1980069763308,0.0523932695160332,92.0325081493148,33.3993758987047,9.52668875541867,0.789415311077165,2.75894734688956
5,3,739.33541320739,84.3697481178291,0.0999279224314533,96.1873718298565,36.1965131908497,9.69037644310158,0.79368511108734,2.80329267086548
5,4,753.922666513333,93.1183165090013,0.154038705403745,95.0442162889874,37.4686320245318,9.25046977458909,0.773124419809683,2.83217958766977
5,5,767.403690572776,107.089446715262,0.187551500881199,97.5272621436937,35.7962182544563,10.4016125016027,0.77164376633385,2.83498757186269
5,6,798.845526233071,122.839760631079,0.204037817051004,107.21988306765,33.5193375140286,11.9026310667002,0.80024601486301,2.83218374261332
5,7,847.171874594999,137.494374019414,0.231312645814671,130.069981776581,33.6688453032871,12.9351583587805,0.874753944794302,2.86377865705685
5,8,895.479652078217,149.718528407181,0.289609712698693,170.448875360239,37.5639542916493,14.0233707464914,1.01281697498824,2.93880216959719
5,9,908.713192231,153.88426072392,0.323487168155564,201.140982045545,43.8003815550062,16.157115476768,1.17075382551374,3.01252402924795
5,10,839.889031780887,147.899565785882,0.300811912661241,178.504599710486,50.3069150359853,19.8758290034999,1.27927643873862,3.05737505067759
5,11,773.711740750524,149.972608033144,0.287818099134664,143.581495455768,52.4472441163169,17.4513016837332,1.41671730877912,3.09141175093701
5,12,752.081905841541,151.730338994113,0.277017082001262,120.95946755283,50.9362655314723,17.1808968782728,1.52956526733004,3.11728220952665
5,13,787.928751069748,147.831825969277,0.303445075614612,119.441280676062,47.9655473668603,15.2857286068054,1.53592982563354,3.1501941103332
5,14,852.251899609959,144.247248757263,0.321352418023089,133.268495655603,46.1054940344624,13.2369886306021,1.506361150633,3.18170737204028
5,15,902.593790496634,147.562891050217,0.344712168851949,154.557656290483,46.7764994059197,12.7992766666586,1.54717444440719,3.27539359166028
5,16,901.347274501869,150.183566067852,0.325587765929517,185.611639248832,50.9832012302509,16.1556661558835,1.63402731878226,3.40686722836503
5,17,892.76807866613,147.536974166494,0.357306337821976,195.968909879452,56.1648280647111,17.7277241070609,1.59902160153448,3.39817277468035
5,18,890.138241644467,138.901972126144,0.513458726173442,176.769806787864,61.9153144235279,17.877451459875,1.43197713040979,3.1690704329255
5,19,875.784014488529,130.556576808198,0.683895098123408,144.201054582219,66.819210410512,18.0728453420108,1.30713425108101,2.91887301664037
5,20,857.115627289544,131.609888851093,0.64633511574117,127.885807791326,68.6037700884089,18.0864410773904,1.32142269381303,2.76742784433336
5,21,837.291021900956,139.587602393551,0.488397679898075,129.704105523955,69.2350288502929,17.2776832978574,1.45195803929814,2.68323228866047
5,22,839.762317910286,158.335387565942,0.439815089127428,149.596670620871,71.3988109775617,17.1821511824686,1.71845413893323,2.67660296140394
5,23,873.516717169562,194.296471052056,0.567043230346159,186.600255922334,75.3424479395576,20.6795260477096,2.18705438600084,2.77111693240341
5,24,921.046561481465,252.804963203135,0.766002568271037,223.889536912959,81.6882302282007,26.3203478073633,2.80552185761533,2.90265623891569
5,25,965.245163471623,323.678924582979,0.850570656214119,239.267468068502,88.4942667367505,34.1660200496053,3.11162989587046,3.07218622853116
6,1,671.474264018133,74.9362363574421,0.0254836745905586,85.3481143326657,33.6968149319705,13.0640474950362,0.72428731963352,2.61758838772983
6,2,720.033199106434,83.0009567740527,0.0600093348112445,101.720104608789,35.9619610170197,12.1347326275194,0.771773021564806,2.63876545414622
6,3,769.741423101204,93.3886901981645,0.133414045504019,116.932093353699,38.12514657439,11.4167953472247,0.781025674151743,2.6870335032849
6,4,809.627226396014,109.319290839502,0.224283673357997,125.270471698333,39.1459478873377,13.5099080679761,0.788845224539088,2.71649262118429
6,5,822.310086548703,122.342290621503,0.244797618508279,121.945399871087,36.9451600384679,12.7588093921492,0.769252116810443,2.72424722181395
6,6,834.512526641872,132.140274949277,0.234820289551797,118.55356341694,33.7919905491699,11.3608209423262,0.759438700951521,2.73159730818711
6,7,860.178153901522,143.049663328168,0.251175826692098,129.911255739329,33.2919413916197,11.4582111143449,0.809193221547446,2.77607494058189
6,8,881.712411017476,155.465111646718,0.309728023040977,157.012213376309,37.25755850261,13.4613392986986,0.937998246221674,2.8720154775413
6,9,876.939163850917,158.689148363903,0.379161129227641,175.072890111866,43.3723284372868,15.5257615425288,1.08108758787643,2.96777940243903
6,10,834.589187860787,152.680450470181,0.385489106902505,165.245797518093,49.013983826593,16.3384294369033,1.19541834039476,3.02887914656078
6,11,787.136446070711,145.626255896068,0.369958635323479,141.146003980294,50.9251736253673,15.0987285539183,1.28885326384969,3.06133318097288
6,12,776.613086677591,140.575195478326,0.360934465429631,123.348447232811,50.3558389005956,14.391249254401,1.36992510076827,3.06854629276937
6,13,812.81514129627,138.849404686069,0.374419887509486,123.669931096768,50.2035377369168,14.7845696983641,1.41894109035758,3.05601422318453
6,14,864.59278641996,142.346557953795,0.379275384160872,139.887307083615,50.4285549542742,14.2975555141363,1.44701200465071,3.05941332738569
6,15,891.469939198628,151.271110708262,0.366978694978072,170.49968404508,51.4746763720546,15.0483206129323,1.55773431250086,3.09868080732458
6,16,891.645616946595,160.623019444726,0.334432608186595,216.460236045976,55.1007922541692,17.892394459275,1.7060000145485,3.14430218545037
6,17,893.907916000496,161.225664379767,0.355269147291959,245.209134137655,59.6965834356968,19.5430115024806,1.70428039207915,3.11086520520738
6,18,909.309242515564,149.187184138116,0.492553155351065,231.955053965788,62.4897030117163,18.4316272656956,1.5161185286455,2.97232986019437
6,19,903.946085248784,139.504746214374,0.641543331067342,198.619304992301,63.0226999087004,17.6305723616689,1.36460594151176,2.81849505383923
6,20,859.201823708647,132.683774972716,0.586787695030029,161.142720887025,62.3709180143444,17.5818676311031,1.32763931936931,2.66906624211163
6,21,800.647708492565,130.602209531648,0.421826246321065,142.749216197369,61.7871920744622,16.5979399164171,1.38560868599867,2.56030124891701
6,22,787.903808329237,145.906388311678,0.366515551829448,157.638793662528,63.9338598583057,16.6450389507312,1.59673695172222,2.55783744051644
6,23,844.616917782725,186.345981998195,0.473037141612731,207.56922417172,70.2498140579355,19.6556028533351,2.05374603193015,2.67728906426502
6,24,922.754116536688,241.056925781373,0.628235834262511,269.344777025078,78.502415729792,23.034134200706,2.60407572521653,2.83701928843735
6,25,968.609169541892,298.778469246581,0.704353479855731,275.496972440811,85.2489398861914,25.6291521755529,2.91951770025358,3.00122156315036
7,1,688.221544669806,70.7798069818847,0.0468043589687524,96.5784037694061,34.2739210116658,11.2570893117285,0.660668064201638,2.58237460098448
7,2,733.84029353477,81.1489945026273,0.0943147866386905,115.756292606593,35.9321926568348,12.8630695546364,0.701742513898348,2.59144722492486
7,3,784.611359545549,93.1139007890468,0.159526196985799,133.840058517137,37.709796882847,11.8297599005611,0.711753310361707,2.63206478643135
7,4,832.921244282127,115.695462525653,0.235369574365792,148.217628461575,38.9870595656434,16.6556248751301,0.736308068189957,2.65218268997892
7,5,842.128223215621,133.936856562143,0.245824803331105,143.229020686423,36.9555538399246,14.155779067971,0.723931083184114,2.67063021861304
7,6,841.334133309312,146.777600710427,0.248069227144723,133.913009122415,34.0593385061688,11.1212994388128,0.715205324608018,2.6928931255256
7,7,853.240418137175,157.441023059787,0.268601722267137,135.848594359872,33.7020846779997,10.8092163394604,0.761733864697759,2.74562909345876
7,8,859.009970506907,168.005949976653,0.32258660503761,150.758035536917,38.0692463740808,13.2240097855848,0.886414201324649,2.84619164833659
7,9,857.682594863282,166.401791480504,0.392793137177836,161.329052329377,43.7290478224562,15.5745177773963,1.01513217249158,2.94234176711812
7,10,834.692451716773,155.392020278645,0.407864313730047,155.93742667337,48.157487949592,15.3000543261161,1.11788177781499,2.99963452400619
7,11,805.08220047749,142.37277696212,0.398515203548504,140.245044894849,49.699493359625,13.9314791026565,1.18314870509658,3.028996649042
7,12,803.689230307655,133.8044901568,0.401324402828513,127.698398215455,49.7820210485488,13.2769158311777,1.24669361684203,3.01090520568201
7,13,843.83156407324,132.624683082521,0.412188711549112,131.952595906416,51.1626940380806,14.4269736949136,1.32584497570761,2.95548946992753
7,14,882.938718759591,139.892338787563,0.402808046153946,146.208641260888,52.6749784752344,13.7864178429803,1.39760566857544,2.92969282427093
7,15,895.12741023402,154.851258821247,0.384461542329013,179.025815406965,54.3469646146761,15.4241042295783,1.5740889494923,2.92788718388222
7,16,894.9174056292,169.661516331792,0.34548899158054,235.70513578359,57.9724275340008,18.7161949652033,1.77791239699,2.92570479745989
7,17,904.189066146546,173.769892717761,0.352466288188069,287.304555094826,62.1775768243218,20.2959722739033,1.81662707919985,2.88261051485321
7,18,926.725138996029,160.769585373026,0.494732400376082,286.573056962185,63.0326981250884,18.6421493641466,1.62639847948686,2.77753799425706
7,19,923.988591489856,149.078407990748,0.627436018272787,253.3586757723,60.5569358013079,17.1665307774587,1.45364793289113,2.70029957363218
7,20,860.350210324564,135.754365643721,0.548313427352018,194.693745980518,58.2430109766909,17.3757467786872,1.38475364442614,2.60273420877344
7,21,782.467553850077,125.220551368574,0.370334622196248,156.965396669649,56.5254391504831,15.3094307102649,1.38070964507318,2.52203013404514
7,22,762.486715449401,136.182249066191,0.301725783460497,160.941675367382,57.9306161996974,14.7666905046265,1.5320486950152,2.54076276465957
7,23,835.33732023627,179.32745955177,0.397445149232872,210.854982457975,64.6123729467982,19.0210981081657,1.98752982370307,2.69832572090046
7,24,923.232585951699,226.514886034701,0.519308968813118,281.219206403945,72.5957153075647,21.8168763324957,2.49307910977722,2.86026710834267
7,25,963.334516384351,276.038879738114,0.582162728200671,278.775040737376,79.3178799402153,22.5115936298692,2.7701981225972,3.01031054245896
8,1,701.584260902132,58.5573473998968,0.0777950831284504,108.147687732577,33.7015926148314,7.74845379011636,0.585027833586311,2.60887751901756
8,2,737.95357511748,64.942708379036,0.112042010913397,125.362749287693,34.314259120205,8.26764086708598,0.606082949990916,2.62712503492421
8,3,775.757960279806,77.6201458105056,0.13185597092275,136.894262085545,34.730069241802,9.51891470248574,0.599531228651943,2.62943429212847
8,4,807.13522167489,98.720981315975,0.135266558663341,143.574502221419,34.9485462038533,10.8330426361769,0.594997672717058,2.63129389636772
8,5,819.689397742071,130.101135766942,0.156870275774031,144.809443023404,35.2395346062574,11.5688830621754,0.625864454414715,2.6592333250776
8,6,821.478595343316,167.310481928977,0.21245567839351,145.791976112973,35.9139383680466,12.262431163154,0.690431641328565,2.70744481689567
8,7,826.095243349095,191.976973537953,0.269393342962329,149.131161531175,37.6790452283711,13.0422093155099,0.781124644983398,2.77083338751003
8,8,833.161099147206,189.256650801849,0.30268483665712,153.688014279242,40.8167543396159,13.596551570263,0.890103489837089,2.83540817716624
8,9,841.545679876833,171.274920300327,0.312559753007759,156.536722280953,44.5708353942961,14.1347087005844,0.991006025255647,2.89487759033507
8,10,841.89198893014,152.243243064745,0.318808625062077,153.784126470927,48.0056210543849,14.3658224693115,1.06728062908029,2.9447901253268
8,11,843.320136285554,137.601550560365,0.329765563999833,147.585450774457,50.4134255263998,14.0463179583842,1.11835835416717,2.97470965731132
8,12,858.583339722818,128.609868874115,0.349778073662022,143.043625167426,51.2769041930155,13.9729143409775,1.17720151717151,2.94614760175128
8,13,884.887014628956,128.646973688031,0.390470804573535,143.688319126405,51.350485561769,14.5478611065328,1.28237945787676,2.87862205453191
8,14,903.272663083694,139.164146585324,0.417000097099221,152.595968635379,52.211083608318,14.5805631433224,1.42974058790222,2.82115313286549
8,15,906.347007309224,158.271528693852,0.412205331730048,177.486422632943,54.816805218562,15.332585845439,1.63600537484183,2.78275818799323
8,16,908.45098365785,173.392885802921,0.392159047663344,225.501069846377,58.6744524580341,17.0914389879494,1.81487600017759,2.73491626558437
8,17,920.433014945498,175.591572187501,0.417713698759185,278.462626089208,62.6755156519677,18.1329982797198,1.84212935268276,2.66215437789234
8,18,933.402165330192,167.741787706507,0.52460120622171,299.142720939708,64.8176280077596,18.7888998916724,1.7303540452027,2.57961838119506
8,19,911.072928966474,154.373870156694,0.619302501894723,272.396730948213,62.9949844379278,19.145605490056,1.60482966682067,2.53598034404212
8,20,845.542909570079,139.525978214962,0.535920935835249,215.252808796813,59.1898095385706,18.7494809467345,1.53425633648692,2.54613996495802
8,21,785.347225639846,130.44210166278,0.37679663359672,172.590756280254,56.9273560206061,17.8404511933777,1.52249759181646,2.57826122309703
8,22,776.008347215561,142.883985185649,0.317896407348358,167.32494159858,57.7864148382788,17.9635111067462,1.67249728010488,2.67007884277615
8,23,830.93753842945,185.276947147616,0.380069368765584,198.395676182074,62.390742549567,20.2645369244973,2.06701097636151,2.84295057802482
8,24,903.803829999366,238.1985173518,0.48102089198255,241.397879923304,68.405142824644,22.6922358946806,2.52004225867821,3.02680190999731
8,25,940.026471757884,276.216509922811,0.530325478464125,243.128331599823,73.5208361163284,22.8654445451335,2.71247673073816,3.12998100765724
9,1,702.176814929813,46.0988335047914,0.10073159927545,113.370185999195,32.574083715352,4.50254972895011,0.529435542620421,2.64404858644716
9,2,727.75524589154,47.8783640453384,0.11401386074363,125.910150806234,32.1976074901016,3.46846170984121,0.536622615887979,2.67960757602425
9,3,749.468430604084,59.2115996994269,0.0905888030770235,125.16939636573,31.4922648501096,7.43505389424099,0.510207672238619,2.63606447296889
9,4,770.43206683507,74.8498389301859,0.0666079453109385,123.722423764675,31.0259667722825,7.8906080274541,0.474006687453322,2.61139095624834
9,5,788.839676409967,116.381984120821,0.0927279581326271,130.773612002218,33.7787759809107,9.82734852403102,0.543391768225015,2.65237804755618
9,6,799.874147885444,183.815770481064,0.170822760340581,145.18008009586,38.5380515529758,13.9650747732895,0.688937480166397,2.7341811026147
9,7,808.384322433062,231.408802788623,0.254418089033878,159.442141504762,42.6922764703418,17.1954110981237,0.83631779162635,2.804739278518
9,8,824.679432494272,205.854519032617,0.267364420453799,163.595808951345,44.7117459101183,14.1572268056406,0.93148984230261,2.81836091824928
9,9,840.81935611418,171.154417455111,0.233982794962214,161.453173423436,46.4711735392067,13.396077217108,0.994250865283534,2.83638226083501
9,10,853.504140153486,148.289055398742,0.238051352538127,158.278891376869,48.5845280285937,13.9025115118161,1.0577094042771,2.88551231760028
9,11,877.473341007775,134.019281271893,0.26240633134646,155.018951420173,51.1712873919958,13.2742976687835,1.10615134224134,2.93599837076996
9,12,901.159455027406,125.102164932355,0.293993521505853,152.754903351812,52.5333922487221,12.3757466997827,1.1526790383729,2.93275095839669
9,13,910.391014147174,127.235337511702,0.36622520717772,154.426249982856,51.6102594708918,14.4008454880149,1.28220937325053,2.86958004604146
