x,y,Al,Ca,Cu,Fe,K,Mg,Mn,Nmin,P,Zn,pH
1,19,1822.50206757949,349.325977880057,1.37313544205797,321.115433463733,63.7210399129517,84.937361562769,21.5607134557882,1.81711548936682,4.654016818,1.81030999422891,4.54267946320051
1,20,2029.33788657196,218.18378340014,1.30316067441585,295.485199231775,73.2713954867475,82.4606610213307,17.0172017425245,4.66837228832744,4.852375484,2.02523553601738,4.46732265649663
1,21,2200.94515991156,173.850724365585,1.26187653709376,280.048822434725,86.5143831492445,87.9095327673356,14.6903027925378,4.49278116150443,5.278770296,2.11096802468044,4.39807503104921
1,22,2313.46364152494,171.283069292699,1.2980330329987,290.402896323941,84.6057063158943,69.050113551331,13.2684056018019,3.67054081453252,6.599394774,2.14226528966484,4.30249131080388
1,23,2165.49657758913,414.041291842925,1.52189635609644,365.178275454064,82.4952851682951,83.4523398489816,21.2276949997731,2.70092408951232,5.837508861,2.60026010337116,4.36230255315842
1,24,1944.39810986488,736.831353223056,1.79870363901744,453.502324853563,81.3081712735651,104.056234912824,30.3564233738657,2.76078319118065,4.821141759,3.14850023127639,4.46897819522935
1,25,1915.6346863416,791.363678643725,1.90485015599963,488.90113651685,91.2043001564696,116.404553920474,33.4932153350844,4.02061752845965,4.786420579,3.31862713101656,4.45403504831169
2,1,1797.13619548133,459.415827922969,1.51168975869104,313.676982454083,63.1316161116777,156.810565708027,108.05884935939,-2.04714051643841,5.322803542,2.78553623319101,4.42179061384225
2,2,1792.20919198628,497.284119389806,1.51620095792917,303.216025527634,57.7850422614177,126.552255372344,89.5619761419813,-2.50005572230785,5.614173708,2.66221052721041,4.5100022118152
2,3,1780.94771939058,797.609939230356,1.52501433292197,291.898909414156,57.7657810154101,177.269601416076,92.2102159558804,-3.04183920769182,5.971331273,2.61232078073979,4.82948890367087
2,4,1608.72541142485,924.92097565308,1.45051006126634,282.790265600463,48.6481391402179,231.455659997193,120.591395681359,-2.37860413836598,5.954822598,2.34811385295483,4.74147192614385
2,5,1615.12219412306,769.81374432852,1.32794296847338,290.316977597766,45.8199419948218,160.854959444311,84.82451124095,-1.76269517466021,5.332306437,2.04465434950185,4.59490979514409
2,6,1731.4836258286,459.622645717735,1.15937929008291,298.802541207425,43.5838089591422,82.0372973277815,32.6955624744521,0.0719941443169798,4.18539207,1.63870592840386,4.43869922553728
2,7,1787.1910229641,214.926710557674,1.02524282109874,304.485699210028,41.4732384513542,46.8183553145392,10.8126404255497,0.644221860047832,3.63426321,1.48395603205169,4.32488593764424
2,8,1727.90320330267,141.487111567078,1.01983714706395,323.200864526722,45.5905114099239,47.3863351099394,11.4198542527138,0.446425238089386,5.021456289,1.62357008659363,4.29064930926874
2,9,1601.04251681245,113.309541172176,0.999763593559514,339.14574366232,44.4580611328847,45.228971565496,10.6010067191106,-0.133136789254332,6.545369572,1.54225430978165,4.26610764462826
2,10,1525.97453774909,298.393591479547,1.25738583359186,373.76005863437,45.9965417334252,62.3036938322272,32.9889882019198,0.777735985167245,6.151905441,2.0203185593584,4.42628623026702
2,11,1483.50932931399,670.294477266578,1.68316991435891,417.964289396403,43.8974562294629,89.6953006941493,89.7941594547416,2.33505060842474,5.328885535,2.85165099301697,4.67758927335093
2,12,1512.10134154118,926.283625616217,1.96157383095787,449.751004638064,41.6744841847748,116.807318585769,128.061355716517,4.2086566348451,4.844643239,3.39864007918175,4.83801358404264
2,13,1614.80556182936,763.122566272591,1.76803692429689,440.905758472736,47.3929334136784,123.460774572773,95.9418868045221,4.13666875800467,5.166131039,2.82975832208015,4.77405534805885
2,14,1705.40815985249,606.198942282615,1.47220843953847,417.314945087256,49.1715002070688,118.392332742759,63.0454809889695,2.9855629350177,5.473253791,2.24045795555414,4.69150644629301
2,15,1723.31739233843,636.883193202248,1.44716010566939,397.83449109203,52.6082417922034,157.56630117318,52.8675194685951,1.67971867012784,5.191705006,2.30826277361384,4.71492083907612
2,16,1682.30208597991,781.90691737683,1.49387955882745,381.32609616395,53.2632585068394,227.617827092686,52.4894025036985,2.25237780090907,4.375632829,2.58774339516455,4.81944408686659
2,17,1674.23412420007,755.117580023375,1.45714220026341,352.617593692932,50.4554212700761,228.008314135328,44.4501495086914,1.99749423434798,3.980776653,2.59101327030969,4.84682354863833
2,18,1806.14893943647,505.602030158895,1.35256080236861,306.158554770232,51.162795706926,129.70524557813,27.5101088764534,1.34294391053319,4.547580355,2.03408483899223,4.66845945815414
2,19,1943.79898903395,280.956760076364,1.21283776196779,277.131572077756,48.6729211748295,74.5236316275311,16.2619952586826,0.83701957654352,4.45644092,1.7276067064819,4.54452634788057
2,20,2124.42503763335,224.87875519464,1.11262872352597,256.268367443787,59.5850659779514,74.5606712503372,14.6127497923052,2.49919682177593,4.682547089,1.72575426984673,4.50658689247569
2,21,2283.16986233294,246.124856987865,1.05235757369825,242.651154595867,77.2830997778676,90.6885268913836,13.3345863927966,5.78276595576374,4.721571166,1.87550390100687,4.48902516252814
2,22,2347.8426959809,286.489519492984,1.08909337244883,259.966703433374,82.3813626974066,90.2555762429774,11.6975394713412,6.23090641860145,5.327861595,1.94190441382351,4.42462005012802
2,23,2184.20371059242,468.722543660442,1.35328005850229,351.647985683947,76.0516413791104,98.500287020267,19.9829527095485,3.64580551865561,5.541340945,2.37623504509606,4.42765337496793
2,24,1924.94263123274,818.56762065754,1.69910908827919,462.327903587915,71.1182609715395,115.225869556817,28.4191943670657,1.62751736703566,4.53527687,3.06000780602831,4.52367241846497
2,25,1864.74981970684,769.461051331825,1.82275623374385,495.311322450913,79.7701449042915,123.304242738914,30.3501017503074,1.85425691483994,4.708394714,3.00052741439684,4.46426206379107
3,1,1723.87379791546,618.459466529258,1.40994782855822,306.884882800935,57.1976925766069,210.449829057268,126.960261063783,-3.83806767766865,5.233093357,2.7191305868749,4.61608866913017
3,2,1670.4620383909,595.538528569071,1.38642794665443,302.833753881916,51.3474319220892,170.584978109851,105.210891394572,-3.60523409712098,5.458598845,2.40428439309826,4.66804593350683
3,3,1610.06883271388,633.28261073318,1.38178664685385,309.094698777179,47.5196241077081,182.711097723236,99.7462154109056,-3.23097503123148,5.83932433,2.3643382194197,4.76101285515147
3,4,1541.02035066973,630.029183483768,1.33186215250715,318.398554567176,42.0232657758243,180.665986856955,98.4456939853207,-3.29447697147852,6.092820968,2.19752948629266,4.72118717720955
3,5,1603.09539550658,556.872449073064,1.27569273945317,324.845960609717,40.6355202551546,134.04257157535,75.3649644704559,-3.58367649000176,5.67490177,1.98910251874691,4.6076845947832
3,6,1749.70183316866,398.155766756087,1.20859207597384,330.064782283444,41.2697808050058,78.1076054631833,37.9622436900503,-3.13788874020734,4.715678137,1.59667750649352,4.466704611389
3,7,1808.08223079159,269.309626751226,1.13025803034526,336.390122097596,42.6984682717283,54.8082260639971,16.9136691517967,-2.15347219543975,4.146075564,1.45366505346535,4.36487449821306
3,8,1755.20478853958,254.957107685525,1.07910458659242,342.60951744403,48.5923581626228,64.4049792396121,19.7234385161152,-0.695598331004369,5.002127349,1.71291979551103,4.36452297823716
3,9,1627.73083051,268.834623651264,1.07984501702507,355.204527700843,50.8172375569073,76.0248612813135,24.0093623494084,0.903644590118013,5.504306582,1.92338419959096,4.39539689467413
3,10,1508.83368962096,360.745060711326,1.24624819836123,380.769192197516,49.3587470933145,84.6755144138118,42.617964286451,1.19897445217551,5.567154327,2.06347148407348,4.49343503861945
3,11,1477.41198129262,496.23431227641,1.54809708491094,411.117570955198,45.0075912699652,92.8549874285706,76.7759695293962,1.99206317419016,5.461616166,2.33528998359655,4.6596252181579
3,12,1538.00493260726,576.480187344984,1.76649244868257,431.357835341829,43.1522739614799,106.85398949903,99.7232239020123,1.12921139388475,5.389895056,2.49429266884451,4.77763423791605
3,13,1610.73884143946,574.525780713702,1.74435512945441,432.98660237688,46.3980469509785,123.972357087634,92.6555408235592,0.155196339702103,5.411960043,2.44514917121068,4.77217897056532
3,14,1685.45182177304,533.654900315861,1.60575504470332,414.76307252502,49.7996455951336,137.739813901201,72.1967923285235,-0.8588208175574,5.532821359,2.2803673087778,4.7134865241654
