x,y,Al,B,Ca,Cu,Fe,K,Mg,Mn,Nmin,P,Zn,pH
5,4,1003.34343946814,0.631289296195792,1624.68078671859,7.38931250139469,151.138849326125,125.906995121626,286.418718426068,309.413398852031,-4.84935359348332,2.24920812220407,5.51755932299496,5.28120647882705
5,5,1036.53311448426,0.540247605372898,1385.07240551549,6.99389254397212,148.616216933301,127.99516606338,252.467603633532,279.767270041931,-0.98103063516188,2.36716843976911,3.8901292881757,5.25765247107109
5,6,1051.44372134823,0.499848966422807,1140.26509040894,6.42604974352371,144.298955753493,135.564852595059,259.167313480469,265.512305777482,2.80794641463084,2.44730681788868,3.06130906445854,5.25281837633655
5,7,1046.87143247154,0.494949916862197,1146.94167660431,6.24583673035197,141.597072642943,141.680772364893,270.52874410728,278.384691264239,5.57637039940215,2.40783823263657,2.02009930889398,5.28365655395959
5,8,1044.43625673197,0.538174527791378,1334.08979959425,6.69202197536038,145.626408041566,144.728888265488,275.601309994451,334.388682162406,6.37079007938216,2.21684978304996,3.7434158475467,5.36686490900401
5,9,1052.88893317457,0.5976981268508,1443.10174862531,7.37219049838108,155.130658789958,134.520973333523,285.285205917162,367.62142986856,5.05109909291281,2.00701039597691,3.49664850980641,5.48969921548651
5,10,1098.75187786633,0.682289238204475,1523.99992291683,8.04815472896601,171.311746154935,92.1773904834866,284.332748038301,342.889946537114,3.36915711774542,1.97545880865442,2.57445938444776,5.69961209957457
5,11,1169.19224887706,0.631134398839568,1222.79407476252,8.01708153326552,170.933020481249,98.3982939646585,221.977495462523,348.818701996258,-0.879245321957278,2.18029365594803,2.74869793426136,5.64003335067121
5,12,1203.59635107196,0.609058628583385,1157.76389326225,7.95633490098242,170.082320337806,103.958446834238,199.963630261513,375.20748091261,-5.24345059593422,2.33806600188648,2.32020111700271,5.5836796470476
5,13,1180.88377718984,0.677175338779335,1325.78998375559,8.11170157810332,171.153776711045,114.592051422984,252.123554860664,423.243965264156,-8.80248711919583,2.43298767653601,2.52380676924001,5.60320874076962
5,14,1170.09942788516,0.715984509464164,1394.31494052623,8.26014578826877,173.282446537227,130.882656848304,313.475295965654,494.230504105231,-11.3512487573452,2.41994459934209,3.34707284591757,5.69792005812248
5,15,1200.10055671162,0.577818274914338,1369.7695152583,8.18023197453126,175.160781446585,153.578223883433,277.68676409761,529.344957905773,-10.7229914150015,2.36508200262348,3.1134250404964,5.70237731469791
5,16,1169.54029955188,0.528421832666828,1441.62737753825,8.452236225664,178.268620689989,137.21257530619,253.81032444122,503.595422656567,-7.4036842949626,2.58570057503541,3.46995624953089,5.63089239799159
5,17,1130.02478158989,0.4886877678838,1442.95070309407,8.56282076836878,178.000055597135,121.308928222284,237.640742268217,467.493791056373,-3.09153653239699,2.69477108940877,4.12316487443702,5.61038849366546
5,18,1086.59046828931,0.484916366827799,1366.78652828442,8.29895038707632,170.577294249244,104.107168860448,216.909547233539,432.179346741114,0.932766916888845,2.59106731600115,3.60879546846263,5.66204525629543
5,19,1066.94902424513,0.481987338627588,1418.13605294789,8.02167023268312,162.9130776819,85.087404090288,201.640619943388,400.080233887626,4.21354076397277,2.36700532859175,2.89091244200846,5.71782955777715
5,20,1091.11358489314,0.446276659310611,1215.35681866419,7.86691881267052,155.502063834243,84.7279603658619,189.219459575174,361.166553332035,6.89299193384957,2.20968547009387,2.49368340322319,5.7296518569953
5,21,1135.13804029353,0.392861591115342,1084.36517956225,7.76650014963664,151.277026632897,92.5302082682181,180.479745601733,311.452382384931,7.84105669842297,2.09973090111221,2.45709214481455,5.71964617352377
5,22,1152.17732547451,0.38406686921203,988.693407118052,7.72956914601365,152.716665414864,94.3559083809547,176.853543065694,274.878435795238,7.6654212818712,2.00827132163467,2.21658125357938,5.69430905059804
5,23,1109.80060379988,0.457462924172556,1046.09705808862,7.84505442413041,159.960908887358,99.3981030796268,187.126630081137,268.314663372668,6.14440161948512,1.93051845037942,2.00190389411939,5.64612906557648
5,24,1047.80097942571,0.587221010854364,1127.54330102978,8.07383306952682,163.493328371396,113.019109420827,204.73029872804,267.198283074016,4.50578162360267,1.87934569468536,1.9580823526203,5.61848746252501
5,25,953.298504697825,0.70265281998743,1247.44643553023,8.44828921189552,148.561651787231,138.55836433291,237.067583919239,278.40470442595,4.46307897010665,1.776364523621,2.33246869518858,5.61243458205253
6,1,996.058707861276,0.862186671199217,1513.14105980117,7.04158681418135,200.127754218769,137.011057394262,249.221210700146,430.020948667734,-5.38006818861317,2.07692249328478,1.34368402430558,5.41675743594305
6,2,1070.06139132794,0.739122760108059,1484.95532053828,7.15539683861195,190.306578476799,130.32931697386,264.267334942613,408.802334259857,-4.89569100097139,2.10477019714837,1.5148463390517,5.39877182867959
6,3,1114.17444846075,0.610652110221479,1415.73138125757,7.25994352384197,173.521230476593,129.306061626869,265.279755126606,358.297154123937,-3.46223952819162,2.10403550398529,2.21149366497665,5.33899010660924
6,4,1163.15872979597,0.458292184362143,1165.72987673866,7.25736870819459,162.17378014586,121.518235000402,246.638927863458,304.736631776052,-2.15738221672522,2.13752669336811,4.31903571373558,5.27060594962721
6,5,1164.90419441802,0.435247665908412,1058.17174218498,7.0056723989749,156.905562542127,130.054096748929,249.109134765501,298.3024137354,1.150851372883,2.18854130349663,3.55417937620525,5.27501934473629
6,6,1145.60107972452,0.482053020635706,1042.34682100781,6.66706011688672,155.711904692092,149.883187808452,272.867844731055,328.206256897444,4.23406057332247,2.17530731223281,2.28772646354188,5.32352336328092
6,7,1125.58634892515,0.519101868897216,1125.88963919441,6.55905137344982,153.769366748417,161.966808955205,292.245103167911,362.390083364313,6.45641233032116,2.10331440263138,2.0713454904754,5.38104706132322
6,8,1092.96351816719,0.546404490153975,1355.51026906349,6.81918003765364,148.667221058923,152.685926480081,295.366134463246,378.417786884058,6.75617252908932,2.01878641211758,2.19208203665178,5.44911506535078
6,9,1078.00919064291,0.618469381929845,1486.67737100889,7.3637862696454,150.497891776863,138.090540233609,303.575350659751,388.856766648412,5.09658000761955,1.88218586382211,2.88655676824612,5.53867192548083
6,10,1132.97503199181,0.594597964309333,1437.09280101867,7.89247188830519,160.92031437824,112.687064557184,264.325025656754,328.706314682118,3.1907175426624,2.01032634425987,2.65316326141159,5.59110970031537
6,11,1220.08500335332,0.510352349768987,1033.22958373958,8.19681300401304,169.390834833583,96.3909669595978,178.052407933189,256.771018790231,0.141857873105835,2.31520777746864,2.22362291408317,5.4842849938565
6,12,1247.24953788236,0.502308223595902,902.402721100225,8.29165491247025,173.998897591095,94.6486689944239,143.943062115268,237.434378245368,-4.09019437697816,2.57156697873987,2.29091975189944,5.3907451071965
6,13,1172.02071018054,0.653150865922624,1290.04485094889,8.16312344145743,171.614991897601,117.902410661144,226.423727535287,318.999224777901,-8.00706629401137,2.71733164739359,3.67978618867152,5.46405532131766
6,14,1082.28958550539,0.845999805348968,1622.0338894013,8.15967839726755,170.09666511898,150.799334109507,332.540357807635,433.911698615773,-11.3066466000693,2.73451928658035,4.00485390636006,5.56548620335416
6,15,1107.76756976839,0.747040522171377,1545.06379381465,8.40260812545848,171.275341233624,161.336226060482,310.318689668998,484.154085866876,-10.963330090076,2.7535803761122,4.20048804538917,5.6299407541378
6,16,1152.21345515864,0.57629319371688,1512.0788380427,9.02250235404043,173.074133264804,141.688244333552,251.220196284536,471.734252537072,-8.54301173638608,2.89114945789529,4.17476948625641,5.67084335601913
6,17,1155.53033973599,0.504087903813477,1369.81805466599,9.2933162324598,172.505137916185,123.669765304805,218.879050372094,460.49538786662,-5.29887737371084,2.86327542832918,4.55731024710069,5.69962505931679
6,18,1130.61098786494,0.440668581031675,1249.43012509511,8.69158792501973,164.369708671683,107.521244055982,200.969074871143,437.389024169267,-2.09800542372022,2.41727265283419,3.59350073561628,5.72717963847405
6,19,1120.46745836942,0.355772252447399,1204.3065758071,8.11045858245878,152.563349589801,91.0688833591815,185.48927994805,403.194135816582,0.37125380135479,1.94341322749127,2.19928565872822,5.7877381016514
