x,y,Al,Ca,Cu,Fe,K,Mg,Mn,Nmin,P,pH
2,11,4057.68392903708,220.100961980292,2.75975985198814,463.258703794282,74.9820172473155,29.7434832081609,0.083718527745765,-10.1695454457799,26.9113528650215,4.1924993515005
2,12,4041.50765411013,179.268248102614,2.4523558427091,356.302723254019,66.0256639834215,26.722001205466,0.696722412350681,-10.7283492769778,18.7045548665908,4.34215783813958
2,13,3683.7866929356,163.669042221401,1.88921302547546,270.473440685477,55.5855745607179,24.7309989460303,4.08233951185755,-8.96238672813394,12.3541186652317,4.60916894607607
2,14,3597.73083795255,135.334587179286,1.47603312719369,241.142613396524,46.3860207971194,21.4694668784073,4.7552167474872,-7.9639678610494,8.1596782338555,4.85567193773339
2,15,3584.64765057012,118.954890278596,1.53720516767914,231.596125130995,40.9674080596571,19.4824501074419,2.58067575969107,-7.48893046970912,8.63985086863211,4.95026376021642
2,16,3609.86391773389,136.690783629272,1.82806865985342,335.013749027279,41.5210275889408,20.1695847375735,2.19776766678824,-6.84845535788305,13.2921452663346,4.82852998129299
2,17,3622.74173955348,158.732059742884,2.00679174333981,489.909768029091,42.9055786884452,20.9052178217025,2.35593117736603,-5.77538721213407,16.6911645025953,4.70782160841471
2,18,3614.18913933274,123.697552937633,1.92377502361239,444.428056187003,42.795179197653,17.9248310601389,3.01887807624356,-6.12575783940228,13.8846550730897,4.73889096480825
2,19,3559.28037157851,92.9647577486602,1.81864622563141,459.480647539477,40.8506007477328,15.0382957279952,2.22852129615258,-3.89033877173128,8.96310931560966,4.86489638635187
2,20,3502.0580496802,85.8247506018645,2.05489033290703,487.957676082999,38.5963149750844,14.4092223067328,2.10704006049545,-0.814951149737993,7.90719300552397,4.92372912357199
2,21,3609.96577589612,72.323138707942,2.48780362297385,513.141137384096,38.2808873566556,12.7908346588279,3.00940714981058,-7.93102095412815,9.9838818029926,4.71969879979398
2,22,3556.77332373906,77.0307955383872,2.44642005763834,504.671550910462,41.0678656300145,12.8387030936399,4.61218437394905,-6.94053255311758,10.3232825841471,4.5721228752351
2,23,3577.41724013965,94.0988291266338,2.22381884948275,500.483948334475,44.8746904513353,16.1816730174769,6.02556058193312,-5.25134020570862,9.09698936425369,4.5903737627692
2,24,3475.53659009517,119.354182812545,2.40791938550495,467.186354097801,47.2295596009745,20.4457098124087,7.8351710867125,-2.88111083981671,10.0473186144946,4.68811398364981
2,25,3368.77862580335,160.743637912046,2.56461110546098,448.896824741069,46.8525543250057,26.6035397908593,12.5596002858795,0.109682067807874,11.5454605142386,4.78612506360018
3,1,3605.68745645902,365.414621542449,3.05575398511401,624.701639316738,84.0608726773227,31.6476712588583,16.5595143463948,3.59474277234567,41.5672668072436,4.34270971328338
3,2,3503.3362568489,292.383589567209,3.10411675294782,672.605850477194,82.0301581648775,32.6741045654373,11.0189985529235,-1.98142348094864,41.1985276521075,4.38055234987807
3,3,3411.63885940132,284.520037915799,3.23072400823989,674.934935345176,79.6328032691921,35.1312784070616,9.15431021016894,-5.7150776069569,41.704468765159,4.40315552168746
3,4,3559.85121019607,255.263998382811,3.26298767535912,775.151747752904,82.5842930929427,34.9666294850447,6.18195123018368,-11.1753458238758,43.8822637546841,4.27872572689893
3,5,3502.5514268388,228.383399142804,3.04999170926477,888.09967463277,83.4102309430503,35.2854327294492,1.01864002832422,-6.93248523079777,41.6277946968443,4.1806832962438
3,6,3575.83226604404,256.533322425252,2.94712703832395,780.357482547058,82.0457825011925,36.3547894327587,0.276943309416581,-6.76869514862834,37.5922745457814,4.17943548885417
3,7,3759.38885667677,469.854000314752,2.90439633583565,671.801375596451,82.1734770591573,55.2504168940065,0.288325412774549,-7.83244490722073,32.208043039284,4.17275035778174
3,8,3730.47690145309,257.077795488878,2.76523310650829,553.724137830085,79.0264919278246,36.1709911780467,0.489773106754474,-9.57378753350948,32.2967832516822,4.15781790322064
3,9,3810.1164650188,214.654546461513,2.52907277206576,480.312347621024,76.466303265013,32.9547171111377,0.225662458939079,-10.985184286208,28.543992336093,4.16905948492702
3,10,3810.09327895703,241.704504709256,2.58369189172949,615.846530810899,76.0804315399026,32.0615340897302,0.21217110426795,-12.195577937482,28.4087743461211,4.14216262083203
3,11,3769.55346803173,439.242987481798,2.67867373675428,713.235486711672,74.6573806973085,37.8657401675847,0.341293014640349,-15.6605385986007,26.0475315042775,4.1978297748133
3,12,3648.93280548801,225.882517380345,2.32312942901,415.942801167022,67.0310824884799,29.1873173270702,1.33644321299155,-10.0019425067302,16.7293354188081,4.42005078398428
3,13,3201.21071212783,186.584875101469,1.76607958135401,231.293954491582,57.5169651813783,27.329295964102,2.96373069198446,-4.16535932053458,10.0519773698239,4.73089667402704
3,14,3478.97195138303,123.777609172707,1.40626586499578,233.310176066913,49.584003123671,20.6898017249292,2.42071440731781,-5.74062924655203,9.81811879524944,4.94209752781979
3,15,3659.02940158194,121.920618062612,1.53197464391451,244.695565199893,44.5000909595654,21.1080216646404,0.934101938833006,-5.43100169487282,14.1212669060836,4.99842205789969
3,16,3637.15010022873,151.919614187963,1.75550320937132,347.390449033696,44.0228176714107,21.7813341035122,0.98356119436497,-8.23323726019128,16.7482278156687,4.80026828406235
3,17,3636.0358834878,210.955215266427,2.05673188567809,424.28023631293,44.4038991714288,24.5473917232759,1.22706483993672,-11.5580390122971,18.7578283558497,4.63677310606612
3,18,3608.88768152794,132.397360517685,2.07992653855549,429.823507008358,43.5016489843788,19.1644615529705,2.87376867575082,-8.33036920908024,17.3003406157064,4.69539576142493
3,19,3541.52008624434,79.2967877721514,2.05931599325384,464.421479382904,40.6463755358004,15.1674539834348,1.75059368119132,-6.30878741169485,13.451115779948,4.74783270422453
3,20,3620.07472416266,84.0105873071356,2.11253494595242,465.661777395656,35.6475202100059,14.0895873812469,2.16024822276916,-6.09125961854025,8.11960431345097,4.8008170172701
3,21,3767.12965578828,67.360533712297,2.36160329254049,475.910923095886,33.5414427536938,10.8171376828269,2.4231073795006,-7.01120840764406,6.13350243636908,4.70089647214331
3,22,3593.47902485239,82.0984882749702,2.26050581343539,467.625629650507,36.5912961186804,13.3272423270245,4.65895630551024,-6.95404525695171,7.4849994516399,4.58623249441443
3,23,3515.49314622863,90.932298562914,2.22897179854213,436.067529760048,41.2944723266614,14.1485594530884,4.962720368504,-5.53651707750559,8.18105362467883,4.61242299677354
3,24,3378.43144095135,129.31747776161,2.51400004697989,459.656506443482,46.071700028598,23.1298889571246,7.74400675905708,-2.01006366855272,10.6839624465572,4.76097509485797
