x,y,Al,Ca,Fe,K,Mg,Mn,P,Zn
3,10,1134.22736585737,410.418055998617,205.499735850733,83.0807511921093,40.0633789843835,19.675611080647,8.5532102483286,5.92061068105679
3,11,1195.39057919978,312.540489506414,228.984209877769,80.9052754697882,34.8972334175504,17.2578076301524,8.54243336396433,4.8096770548273
3,12,1233.11326678661,262.62521037095,239.685472271356,78.9949970796637,30.8948947698116,15.6853332114156,8.23487910800618,4.3168819666435
3,13,1232.91446831718,273.266412787951,216.925218783698,80.3266052276168,32.0587858502011,15.7038906002131,7.80858847668152,4.56447871507682
3,14,1253.63560593085,287.546810494708,203.925819661137,82.8915759667834,36.5218652996848,14.962628622465,7.35397544147993,5.06809128870553
3,15,1213.22641249005,302.361951392946,188.126012602411,87.1733405170196,41.755681760495,15.2785723280475,7.22752441712677,5.54655143261347
3,16,1148.07960531198,281.840094123859,170.658357785158,89.011598306616,41.5821721805485,15.4053327360616,7.04692186972284,5.64458307868129
3,17,1127.24515995102,245.009673318125,161.660215617485,86.9369422210828,37.0176607784949,14.8873132758371,6.65539268254336,5.18101354844959
3,18,1155.03032730617,222.838319096225,152.43403501112,83.1575072546194,33.7515206071589,14.7432406435397,6.16994970706405,4.36408058571601
3,19,1183.59876196157,197.538882304164,144.282900622815,78.9052904453628,31.164018263714,14.0374826201924,5.51793460336985,3.70019614247613
3,20,1151.11009276887,189.680761081853,153.988857961161,76.4389761958815,27.4145364778155,13.3045838434422,4.84294019521761,3.58916794003583
3,21,1130.0247519296,173.905423229203,160.412693837422,73.6512714581523,22.7559019273604,12.3285338553051,4.21290297515942,3.79316316412774
3,22,1108.38122566739,180.574271997998,162.578582298316,73.8113005321383,22.6258947351213,11.7339236766835,4.21199619212221,3.9773966283282
3,23,1042.40422514637,253.023532508391,156.469996181297,81.3298361075668,32.5801031819177,13.52320991325,5.36541919036961,4.1376703103705
3,24,966.724046565442,344.956245514013,149.883123022601,90.8041072726128,49.503989411237,15.4996931877901,6.86865730514431,4.27274720717966
3,25,968.59835364803,368.678746535378,147.638275312815,94.926465487951,55.7720580170084,15.1633979976095,7.17745842284823,4.20416006489572
4,1,1052.64876170389,410.503058160948,189.165365994026,77.2324726604346,40.6952755564437,25.1943929094042,5.25394677383728,3.60221239476327
4,2,1093.89033664968,273.335701738441,186.119817086016,70.3188011999062,29.0750678312047,18.9691352582969,4.66090248605728,3.15788536693672
4,3,1077.55172306072,201.440171370155,201.222672275341,73.0787466193817,21.9032548148985,20.069622428892,4.20003005139765,2.57109948180927
4,4,1117.16861816657,124.010913707737,242.41249219981,72.8544605288167,17.5227523380405,11.8504313031234,3.71522241598823,2.08564177312234
4,5,1158.121209772,196.381042535222,220.304568941976,77.2950016131233,23.2175547931807,17.4003409245699,4.06981027223104,2.77577384875894
4,6,1169.37907484344,361.317596406579,199.229422464579,76.4970091525561,31.9131013910739,23.0153406785709,4.59048735162882,4.17087939953615
4,7,1202.55432745904,496.582607216697,202.328036928072,74.6046134449735,36.2064525170826,24.0422183943706,5.19340995413344,5.59838390325624
4,8,1162.75134612636,483.866646817918,197.85345294463,77.3487356061305,36.7883934703072,20.6684454578225,6.31554999302546,6.55438285416245
4,9,1190.01280223135,384.35543689031,218.538389125703,73.5979507358004,32.2907112651933,16.7088740734197,7.17039749517064,7.06675949320904
4,10,1232.95978033505,293.124843654898,227.872521902572,74.558849111911,29.6751258091376,15.7525640188799,7.74454280318873,5.80060575114647
4,11,1295.22140903518,197.554026087691,238.737666725308,72.5461832704552,25.61618559622,12.0727723790841,7.1842834525906,4.34711141792136
4,12,1364.00289738226,148.076883461587,263.135521585379,69.4244469074088,22.7440522895156,8.39236739542349,6.44772565300022,3.7052448817953
4,13,1294.79635144855,206.205461005088,202.831561636776,74.9272489930435,28.569578857902,13.4206921261886,6.54980639454509,4.01660028909737
4,14,1410.67805621517,240.870341599504,194.542300377015,77.5901621627246,35.6421982620773,12.0648634964036,6.34471633829024,4.41847225569154
4,15,1288.13637980243,295.125592349249,180.838946919161,86.6964141617101,46.8451164435621,15.034399528067,6.96668736180911,4.99051816717692
4,16,1138.29822277591,236.647736826684,164.768023503265,83.3001928750732,43.8010450106968,12.4655945207561,7.15457350077477,4.84148027030131
4,17,1093.04328970388,175.572553729448,155.283294827206,77.0962245057629,34.9783107067829,9.20333751935889,6.85095654413183,4.29131501844481
4,18,1197.19794159516,198.3229969287,144.238483654003,83.332512182626,32.3523775635514,13.5835072007034,6.36145777608789,3.87690450503492
4,19,1337.47886933986,195.525101142865,138.39002191033,89.4307958197559,30.8614867690293,13.6994830669956,5.70309081426963,3.38606882927312
4,20,1211.90850810347,189.980320735764,159.749244865242,83.7653922050977,28.1957183511187,12.7029440192131,4.8957374802234,3.31467010798635
4,21,1124.01346454589,136.708529431874,152.506939890959,72.0780055183184,21.6514723368782,9.52771487422507,3.83547669200355,3.33204465435366
4,22,1084.45463427329,111.672509728227,152.170882022608,67.7916884923113,18.3038977146836,6.75817386254244,3.42416955848203,3.37923734246565
4,23,1086.63361532179,168.568927794882,148.165809422814,78.7695823775654,25.506474648192,11.0840116526289,4.51782123367021,3.72410864330103
4,24,1112.74293890397,192.292687136925,143.745723773742,90.699630996006,35.5108756889441,10.1428405427841,5.51845748361065,4.01226330232991
4,25,1084.72477510166,249.442028431149,144.243104806547,99.3531536633707,46.7710285570727,12.1282222606133,5.79375657945834,4.06769379150847
5,1,977.418677736378,523.920380082155,210.470741315525,83.8848735930102,58.2297169323252,28.7849165280689,6.15366083662245,3.99953368621441
5,2,1038.3602078377,351.390144045567,197.867294866148,78.0352184418367,40.6749827346959,22.8254602758656,5.45020643598921,3.54969515784896
5,3,1072.00488821005,221.291535965065,202.194594323362,77.4303418162057,25.8577287362387,19.7629964563454,4.66092900899879,2.83126147267054
5,4,1092.74715811022,140.800044927187,221.318181002425,76.245639677154,18.6386327911044,13.7748843254101,4.07614311512371,2.34924971876132
5,5,1144.61978618755,202.9301026093,210.291237975391,80.594259472337,24.2202536725869,16.8240487780982,4.33645953944887,2.9140524974233
5,6,1167.31196183515,373.711615275765,199.995330685428,83.3154906404542,36.4662762430506,20.492479606176,4.88734747226969,4.12880849838196
5,7,1186.20336647634,519.372271400679,200.751758887837,83.3211927527948,44.0336425662654,21.0283326046716,5.4969959316791,5.30244251207418
5,8,1174.77432672639,506.997272350639,197.970985697021,82.1530141677594,41.5176446000803,19.0837307851597,6.33614754290479,5.9718546987108
5,9,1221.61614489408,386.899683197237,218.787474163036,77.555128570915,33.9637071679157,16.5718623029326,7.07743173369289,5.99152778687344
5,10,1309.13424388163,246.004183142391,277.570049481189,74.890593720455,28.7701859315685,12.6225041867671,7.55665209027776,4.92866925527053
5,11,1292.25431234414,178.482094245295,217.127340435197,71.5064137143447,25.1431686985588,12.6038062223214,6.72866905758506,3.96837396819064
5,12,1299.65682682625,144.304147776762,207.654209016119,68.894032917522,23.1052226448495,11.0654129613556,5.99687946788922,3.49392623150085
5,13,1265.71097844371,176.003008634798,182.451571168134,72.605177263553,28.6201815591029,13.3280410287775,5.9958246322988,3.62528647355517
5,14,1313.83310504871,227.697425763253,179.04216248702,79.5564491356965,40.2142043984848,14.3310418386952,6.24019959963246,4.03332400609284
5,15,1239.01741302672,313.263698565679,173.866579700189,94.314550144043,57.2471054560074,18.8734219704122,7.04776271117871,4.65323665463161
5,16,1134.61716806119,233.390077181502,163.571935500433,85.6068782408383,48.9187292720644,13.3775877889083,6.71188188627678,4.28794638738532
5,17,1106.09934186672,181.240896043656,156.089416417361,79.4099567701109,38.2752546628891,10.7076843600573,6.3909348575034,3.84558870973535
5,18,1175.05253004261,199.171631672295,150.512821293316,83.2752824035306,34.4856088589574,12.7513397969495,6.34898959197405,3.60406451129652
5,19,1244.20307586528,214.898433870442,156.16340031639,87.3329900980267,34.0473876392497,13.2918233293848,6.14462918957131,3.34259355857173
5,20,1203.15505748968,195.035175176357,151.842125180392,82.116022924759,30.795710498805,12.5552855227343,5.3383762100746,3.22414565560852
5,21,1146.0782874998,143.974892769189,143.494268137204,72.4924828205161,24.5690089843278,10.3387284302788,4.20383778525908,3.13302140509094
5,22,1114.59594562209,122.601662321328,142.245731363816,69.1582680439103,21.0450847755304,8.87141236450805,3.72977674144193,3.10439304759969
5,23,1109.67224490332,154.639559636122,141.648462795038,76.6535406423807,25.2232033292498,10.978384380442,4.2994951743409,3.29460176752131
5,24,1129.89119463042,184.057805459475,142.440148839585,89.2150968537343,33.9766923832904,11.224323867557,4.82112866713155,3.55291134304422
5,25,1127.73932448539,231.247669480634,144.178611755027,103.830129193158,46.8313835510411,11.7278138755389,4.8778848290638,3.73186405627917
6,1,834.63244887768,716.452072848974,262.922306810921,93.8921742782266,80.0075745586346,38.8719999218957,7.32220195023443,4.50302828260108
6,2,969.16774717961,466.848697615254,215.097527482754,87.6985978282142,53.0334237359999,26.5372937029499,6.33185190206457,4.14115314285614
6,3,1087.44218720425,266.929559605516,193.01093131875,84.2338472340083,30.8837617103304,19.8923884200905,5.18473051105779,3.37471523885366
6,4,1174.68722276214,169.72073651855,181.893350903439,83.9722902820869,22.3784394640227,14.7832068446403,4.5137970990643,3.07741997083107
6,5,1175.73614750319,220.004146039125,186.936300655488,86.5547056200234,29.6724533772599,16.0763136560194,4.68468705552905,3.44789036007591
6,6,1149.34895358252,398.738042732119,203.268949460469,92.50527131684,48.8575575046875,18.2538249489371,5.32080479217571,4.3090739679438
6,7,1144.41821541503,561.203707391249,211.277438457781,96.0225380024698,63.021971730517,17.6117464508213,5.94075073722083,5.08585952479551
6,8,1159.41266941246,559.230081384892,192.611999181811,90.3029578874147,55.7727352080618,18.5961088448616,6.43792280183736,5.2235338365126
6,9,1190.55276682265,480.953186473722,187.468219939869,86.1562054903158,43.8267387202668,19.6101930231353,6.72987160416934,4.77592051090687
6,10,1225.20933705848,311.459336693197,192.184132957857,79.784109657637,34.7815200510311,16.8614822210279,6.8224728953536,4.15933736129964
6,11,1230.5218375624,186.767788823172,161.277937689745,71.8068422705605,28.7597120778475,15.0191199525429,6.29153378652813,3.60723741000358
6,12,1210.68645334863,139.023395065157,139.177652100143,67.6820026675037,24.9078338130665,14.5306339361078,5.63912960521663,3.25376682196747
6,13,1199.53777871481,141.29583367031,156.011880230637,68.6893679866794,27.9237731949096,13.2869325382874,5.54038026921036,3.17457268853844
6,14,1203.63847814823,142.252659165556,160.295564464421,70.1886080335654,35.2711525441211,11.4739587973842,5.63004851738085,3.25011782789595
6,15,1170.46606600541,178.349953132134,162.364074154909,78.7080837860745,45.2287510572272,12.8343625866601,5.76108209146923,3.50090284711737
6,16,1102.02430636902,181.665102252314,161.669544168731,82.1561260155928,44.7908509163036,11.5711068222288,5.34966908055115,3.4791352453075
6,17,1080.62895582054,167.233708924065,158.363361943598,82.2677580103278,38.8932256034275,10.0617447637949,5.19685006714279,3.37407513001039
6,18,1161.08173051321,188.14211647031,148.235357522481,82.2705397679691,36.088997174488,12.4789076240692,6.02359269225197,3.4089275522473
6,19,1246.32856605141,209.348507201945,130.218325068697,79.0635390634115,35.9996942656787,15.7024510226002,6.87216155277349,3.36968436823314
6,20,1229.95553750261,197.364198205985,131.221941081818,76.5725000068068,33.514979836068,14.1096253622616,6.178610682822,3.23663099447101
6,21,1208.39244248378,159.833590952694,124.879222375049,71.7488934687947,29.0226777344601,11.5901389072386,4.88795765779585,3.02544779474874
6,22,1184.95363492728,143.393867523634,119.540959994992,69.2071612153958,25.6542792717998,10.5653147050259,4.31272024534613,2.85919714493763
6,23,1127.41284055411,163.952057008331,132.479143763658,72.40211263409,27.1165030769111,11.4041083254344,4.47976326614179,2.83086121163449
6,24,1100.79871696447,181.858000633723,138.877986385837,75.502765535314,31.2553835873567,12.003619217865,4.62209982351162,2.79711581321736
6,25,1086.68055294897,206.527749910835,141.093335235735,83.1667762630331,37.448544364799,12.1907452471772,4.75958956944163,2.89834870233254
7,1,947.754056747973,631.807270358235,216.371911075126,94.0401509166014,72.264040393477,27.1522669010897,6.78816334870103,3.87330438097767
7,2,1004.2861469345,473.673876779602,207.534883593487,90.02283014766,55.1149213171133,21.4164762111088,6.28328993900954,3.883602110003
7,3,1113.15262577538,301.685253801262,184.872375599556,86.6558234198216,34.7588732891435,18.2326464457311,5.36366545698802,3.38768106946609
7,4,1244.54206788184,170.295434759143,164.839821314801,84.908549889536,24.1421414517729,10.9738319566006,4.62167737862398,3.29212183937807
7,5,1211.30770822954,224.022857708726,174.756808323984,85.8296218952234,32.3467876391924,14.0194102726756,4.8584649129349,3.67299750895679
7,6,1155.4778898917,408.62320314644,203.142927523634,91.6641967279372,54.3234498993697,19.3851604427735,5.62413341412315,4.41066781459032
7,7,1142.41526213448,582.488061915512,219.499394538368,96.5006051252663,72.2396091643097,22.2354417812908,6.30640987401429,4.96401993743096
7,8,1150.69681252543,533.631743986993,184.440772609332,90.8615113105993,59.8854077317412,18.6859363393525,6.42149273331866,4.69278726085108
7,9,1164.81018858998,504.416371523961,169.940248638824,88.5515025144648,46.8801211789466,21.6292179873841,6.34151245495581,4.0390373005189
7,10,1181.02361837186,323.850382314101,164.940214822056,80.8920251834243,36.4974956379168,17.9559139818867,6.27543304712531,3.58212154252816
7,11,1206.7703710377,170.276082543243,139.266979808188,70.2007293559903,28.5572057499698,14.8165036236825,5.83460147166407,3.18012263112426
7,12,1183.43612931096,112.222857257142,115.399683270486,64.2233767438745,22.9894947416228,14.0905468419384,5.14614154595585,2.8424046649629
7,13,1173.00134427362,111.152824571919,146.161827136038,64.5155438104517,23.6287559233875,12.2591622000214,5.0472688098843,2.67140258560906
7,14,1175.79250098862,86.7191020265578,151.641971436417,60.6375619088175,25.366448709063,8.0013726875139,4.83683834854389,2.5170883183209
7,15,1148.29554342274,109.153287721882,156.289254183597,67.9239080101916,31.416408374457,9.63852167250896,4.69326952402037,2.63022875184633
7,16,1080.28238888729,129.447859746616,159.79977785265,77.1193082022422,35.4360698769392,9.4083797747958,4.2881092638124,2.73083899845046
7,17,1053.12557184679,126.162326329437,157.643988731516,83.1021247842687,34.7189875532281,7.35843364726595,4.18687839277074,2.85745119200797
7,18,1156.2415965612,151.747255477016,148.569262334059,84.4360807768305,35.3095647021396,11.4115882989823,5.32639429595028,3.19138003446364
7,19,1288.30566978912,177.823977950931,116.438995816291,79.2604167278169,35.4909496941163,17.2110327581569,6.92817429204319,3.35643398362836
7,20,1262.30395592857,187.236849231174,123.428945881209,78.6667930552482,35.2658611186456,14.6865417697423,6.56878817183446,3.23480868335543
7,21,1269.94963209133,165.139034255173,114.658561400171,74.0229839580549,33.0050529850112,11.4877111416943,5.30208413753238,2.91838557973185
7,22,1267.57350568831,150.854540820841,106.07865087597,69.3341500008748,29.9517824889291,9.90620484188236,4.70315366390523,2.62353874685676
7,23,1140.42148687144,179.242318861683,128.708369885044,70.6630033799389,29.3663752084204,11.2873906995128,4.93144687790823,2.48946398067163
7,24,1085.89037803055,176.434777076778,137.299524439118,65.5866144417457,27.8600348702392,11.4457179507626,4.91422221088571,2.2763884534158
7,25,1066.37244829118,189.412049074991,140.148452955457,70.5105145240742,30.2453885670577,11.6272808788821,5.04474638070241,2.34952674563344
8,1,1037.98888002322,552.213761694644,187.990830350864,95.1522758712888,67.1188517327106,21.9785319106664,5.96897720911712,2.70508901087145
8,2,1069.82967415397,497.866359847435,184.579331567236,93.1290629545844,60.2711314775552,20.3576777935466,5.82099470135386,2.69522115344614
8,3,1125.64345517365,379.668832195979,177.013375014582,85.0565188629555,40.6285802138924,17.6174827589888,5.36046560306887,2.75916032804853
8,4,1188.03103491564,289.14690226735,170.429825795331,77.6799933381876,28.8190155598211,14.6404501427615,4.92061157302398,2.94096771578821
8,5,1189.70280724157,282.852535160194,170.869787213805,76.3065460576948,30.3140164965153,14.8634526986521,5.01953538364745,3.45379771191285
8,6,1170.83139445661,314.395774814439,174.146237849775,77.8716741531853,38.4427702836596,16.4201753862124,5.43264174306842,4.19893602943557
8,7,1163.68683169975,344.123901977912,173.308584736729,79.6278448002448,44.0856985065268,16.8192664494041,5.85086749652303,4.62281014583899
8,8,1145.33553345128,368.316728882616,165.359188478476,81.7590021708026,42.689762266117,16.260943592816,6.21817340233466,4.33496573972771
8,9,1129.29585174482,343.768222728338,157.05134687319,81.5570386614678,37.3596480556941,16.8142799349814,6.35840998692112,3.7199858783218
8,10,1147.39941023359,246.909438873517,156.679405467466,77.5552171460459,30.6347586966522,15.0129512346108,6.16288410061133,3.22465853393999
8,11,1186.00085275962,148.921541187409,158.778900171953,69.8567420645336,24.272179733266,12.1149264406013,5.60323127261007,2.80800178585295
8,12,1195.37849360347,106.096263385287,158.003981040838,64.582239704834,19.8349821343303,10.8354994524632,5.04839544160279,2.46324788008074
8,13,1175.93182828891,101.75037412771,159.577223568495,63.5508145462417,18.8976086510556,10.9667744927558,4.77549127071751,2.24599682613826
8,14,1157.01568046823,94.3710880369542,163.607510088197,62.8308649981316,19.7213767315674,9.9343476270097,4.45352063288419,2.12919037801565
8,15,1137.05591265806,98.7050685778292,162.070618724693,66.7005009588033,23.5732622402632,9.74883732695957,4.14102599895621,2.13483557527528
8,16,1104.47463680664,110.264142882454,157.670221780777,73.5228862920567,27.9989473304692,9.90520143336724,3.90206313669503,2.16159198361658
8,17,1092.38345585863,110.108899827216,157.318449825811,81.3661964573822,31.3398844108369,9.34522680067836,3.88917996868741,2.37436922879572
8,18,1127.15981368614,103.73654229514,168.949270360651,92.1553646054023,32.7695409400734,8.503451266218,4.31652924376581,2.93628491717428
8,19,1192.26027037522,118.186925617829,165.984120349422,98.6374849878233,34.0442601410082,9.18113624028913,5.25962288663032,3.36614720274499
8,20,1218.73086775663,165.038059905924,144.258652873258,95.695234722061,36.410206303306,11.3187373372762,5.94388852872564,3.20003393130928
8,21,1212.09730831171,195.309621095748,129.56804643019,92.007178806103,37.1292541496145,11.6026174008354,5.66413604723972,2.81592916315437
8,22,1191.24140161984,212.668123099864,124.683432765877,86.9238794850099,36.412984803447,11.7251315309229,5.50403840778254,2.50549379318083
8,23,1127.56560521785,224.817217283252,136.861196769605,77.3291156470765,34.6917212331298,11.5798991402926,5.8121407890783,2.32489677826445
8,24,1076.58446791192,221.033369625513,148.260415699591,68.7468936983052,31.7892675862763,12.0012257697273,6.15241364395734,2.20741546031306
8,25,1054.52845455048,205.654518077711,148.034512659309,68.8369377724336,30.2862983042061,11.4187750495299,5.97169058241045,2.1738465911806
9,1,1071.90133946876,510.84758021818,174.993047750317,98.6985112430334,65.3836711781796,20.3239278151725,5.3604823056903,1.88681912802829
9,2,1101.34774856096,528.201097326202,172.270162248898,99.2664569211086,69.7134094811568,19.0881440251659,5.38884718129186,1.79377517243716
9,3,1139.84820954488,457.046764962421,171.398154437207,82.3048347105836,47.8460149500194,16.6523836057273,5.35890957791994,2.17376946681809
9,4,1228.34038057333,397.79741682025,162.801585763549,65.9774463624296,29.882721158329,11.1652753947519,5.02193395484266,2.4541178583161
9,5,1208.10379702641,333.88616907782,164.492536275085,65.6527615404096,25.6397892138241,13.099434196721,5.16038233442614,3.11868094621803
9,6,1195.09005985979,234.152557298342,151.406317539537,66.0055966063035,25.8821099114156,13.5876018609981,5.15855216871971,3.97404352500601
9,7,1205.2628341523,186.796252735473,138.13651229316,65.2013813638983,25.1682824345999,12.0377263212975,5.23970951937694,4.46469490746548
9,8,1137.87605116184,263.605506053687,148.623855186637,74.9208395829549,29.4498561328631,14.7649436318648,6.07284549139694,4.1451210961464
9,9,1049.1578789426,249.74485322508,134.723024242771,76.8526122651263,29.6473511861762,17.9440528103605,6.51143527020257,3.43156003442543
9,10,1097.15215530537,190.389566295484,144.065494985958,76.7217281383234,26.6325331797653,14.7263941865427,6.29361395026807,2.97341014234374
9,11,1198.94773259172,111.531232939281,190.991842425309,67.8609534090338,19.2387982414501,8.15325203756516,5.42292817819071,2.49047494586826
9,12,1245.0330069174,71.5671118380295,240.066478225156,60.5209119265644,14.7274859766115,4.91563592181924,4.71163674602798,2.06524065840501
