x,y,Al,Ca,Fe,K,P,pH
9,20,1064.65460266661,137.43152341591,181.108543437441,22.7113096385584,1.06509209743938,4.22898450820782
9,21,996.614938092709,87.2606509087222,171.249231981067,23.2041299796486,1.35776431973017,4.01324410894941
9,22,989.77679504761,88.0010537648728,174.12849356202,22.6323394902757,1.74353777088281,4.01164499009987
9,23,975.572811844583,101.17520310998,175.876285424316,21.2372361775474,1.96276112444246,4.16393535426826
9,24,831.952540765692,128.839839399141,193.088874108695,19.0036008569542,2.11720663198386,4.51866695430689
9,25,726.790179456778,160.62036613842,214.064615875368,16.4455786879371,2.15624876274382,4.81448278489492
10,1,850.257223626387,55.5562401048194,187.667707162771,16.0967632855542,1.37981700114037,4.33067089071578
10,2,847.234292586034,57.6258121880334,185.832829597318,16.4134093597857,1.29789300684268,4.42830013170855
10,3,838.069410414443,61.3101912244081,185.830486065626,17.0171210492202,1.36340981501454,4.40706330287706
10,4,818.715846854687,62.4760841204407,188.209283912551,17.9113696323181,1.5311044561779,4.26442268497047
10,5,765.133382574448,58.5560111116043,185.202729725487,18.8766626595517,1.71268731078029,4.20562335472766
10,6,628.871545799169,66.5932201879306,169.192938324132,19.56428511552,1.69400443155193,4.44600749411961
10,7,495.67974808158,63.0055615492439,166.063803916333,19.3844875260876,1.63931341946298,4.80722690454046
10,8,550.547748412613,58.085525108532,186.253956701,18.6397778836687,1.67476738527272,4.94976335944059
10,9,702.874603669711,68.6795098068794,183.911812986448,18.5976600034596,1.73298314321623,4.81291650991143
10,10,879.928010542552,88.9520790880787,178.456704043368,18.5741541292112,2.08905489148687,4.65728079039686
10,11,975.441196862139,89.7741318517794,173.327490105766,18.4432576216895,2.18118721609681,4.55880839011181
10,12,959.523200396859,64.6377801992802,168.017597034245,17.8445470839738,1.42505691314072,4.38273394395296
10,13,973.056503529081,36.5065836455372,168.497684963279,17.2804804153788,0.66646605969036,4.09773783228481
10,14,1117.0660640482,30.6868511009227,190.755475229903,17.4788704864882,0.409230723246026,3.88486750357807
10,15,1257.74832430999,41.83298482851,211.0384655236,18.1694235422122,0.449773432055716,3.8313893995048
10,16,1228.03137498102,70.058107004655,197.959526052631,19.1354876522003,0.76319358671347,3.94682437919543
10,17,1130.50255946496,94.815204651619,184.856054705271,20.0637087945984,1.13011245039714,4.10692010424157
10,18,1052.30795407816,111.690373565255,195.589155225814,20.3657109934522,1.31164873993332,4.25184156749145
10,19,1035.9892119284,114.439709353202,206.657194661974,20.6114108971062,1.37049159971366,4.27025190164731
10,20,1044.35470499414,119.47801403709,198.985330943986,21.1539366870777,1.45300235114263,4.18057435794103
10,21,1022.01920926748,98.6437426817243,196.050917861553,21.707901850885,1.64924803396197,4.02417768435139
10,22,983.739658547586,77.5471555035156,189.970854699622,21.0464995392135,1.77667145937828,3.99549170560953
10,23,954.58369903821,74.6777982091987,182.941386641744,19.9014912013509,1.88585717121012,4.14195410799235
10,24,888.55576851377,96.3156930605833,188.076870007554,18.6093639875618,1.92774322598295,4.39099607579279
10,25,846.543758226629,125.889258159661,198.442216087124,17.00807454813,1.93353148314357,4.57930032143209
11,1,887.860337424653,63.714352336151,197.619100933681,16.0262850984231,1.31690984542097,4.21754896343922
11,2,863.619506186604,67.0350405466358,205.417071422448,16.1979785536732,1.35299155004722,4.31985870071631
11,3,860.932891206439,63.1379924492436,212.796019649767,16.5878425131515,1.45843593331211,4.36125919725784
11,4,831.97616182951,62.173243107891,204.767616045929,17.0311027237396,1.59237854573215,4.26979170619079
11,5,788.775101951415,53.0036632672931,192.197772558598,17.5566519474972,1.70151097254768,4.13314261093328
11,6,697.41357550081,90.0776569517313,181.377660581011,18.3303118548715,2.00400234388472,4.34747467825735
11,7,612.424372737475,126.322726258294,179.768469091951,18.5378047983181,2.24734307422811,4.66980505343746
11,8,610.101729588908,109.191021351092,194.328212627076,17.8872029100153,2.26673642960895,4.88978457818464
11,9,663.81400164223,85.8859186550404,205.706550707337,17.4062082079901,2.41803078107697,5.01320732136393
11,10,826.862088465736,79.0886510382923,198.090989387866,17.1652071045261,3.19057697402431,4.94920476945654
11,11,961.914301541137,63.8164056394368,195.332712223848,16.978501295399,3.80081397675009,4.85789693412811
11,12,921.29402076434,55.6623657592302,178.336894601199,16.2098899096451,2.27710512532261,4.55060588296667
11,13,905.826668934955,36.5601071665229,167.160545220427,15.4859106248823,0.96507196986957,4.17065073663396
11,14,1073.79497285871,35.2001646143178,188.77758623214,15.2865326612728,0.522939209764669,3.9216843991546
11,15,1249.61648228992,37.6918424039022,206.829262307904,15.538431000579,0.473402768275863,3.8212672570906
11,16,1194.66131518708,51.2939857351328,183.784025436814,16.1484327006852,0.762456781601317,3.93790718104047
11,17,1078.13799360876,66.976257408541,168.02566359934,16.94394162956,1.22582222856336,4.07605826824808
11,18,963.329965477721,91.0247786697035,181.547902471218,17.3544705052364,1.69815650299191,4.28043795281642
11,19,949.154872925428,104.493280638791,196.698086153247,18.1621200949798,1.96671228057473,4.29704030949562
11,20,980.389205561922,133.635783528819,217.752514267355,19.2069092189968,2.26824368924533,4.25560230273765
11,21,987.074954310223,117.844520835008,232.060927683726,19.9174096831054,2.36562221046839,4.09011995760025
11,22,943.015723350386,79.4584094889213,218.726538276864,19.1407159310303,2.1606353585789,4.08210613368612
11,23,927.447607965187,55.0352500527525,197.277907827339,18.0899202839244,2.02412115533674,4.2298127421768
11,24,918.57456462801,62.5558372276455,189.275385828926,17.6664671589642,1.84686717036905,4.37135309693923
11,25,942.644972194871,79.4552251432002,183.417794114979,17.004303172721,1.72706851150233,4.42890666088663
12,1,850.21893109924,103.079865825674,224.165703307604,16.9993211001056,1.77265666779443,4.26145554070014
12,2,803.573556961394,110.49890818989,231.333895684877,16.7151862903093,1.80679985673006,4.37529326423725
12,3,774.784427832554,115.979163237428,235.879715758854,16.6104084450591,1.88173307879252,4.51580075129178
12,4,797.776019142495,111.501643835053,217.512662837093,16.8984756383814,1.94174496080764,4.52736842923414
12,5,814.628746966904,111.326712768274,197.479483502881,17.3619349726378,2.07804589289399,4.42807711482448
12,6,784.59682483181,127.644739003867,188.806602698561,17.8027798959877,2.36784471320408,4.36809488426209
