x,y,Al,B,Ca,Cu,Fe,K,Mg,Mn,P,Zn,pH
2,23,126.545197654056,0.0373115787499603,1870.01193786393,0.879564602568602,148.322015669314,141.729284435319,134.84382128902,101.316165925019,32.259469781776,2.84837978764293,7.03988239889421
2,24,96.611022034938,0.0325860137866217,1946.63079628641,0.895879229840122,135.125578876622,149.622191496781,148.482819720562,112.393046584539,22.4369016840925,2.21986047083504,6.98970792629229
2,25,115.020180342898,0.0760972118368269,2122.74127436848,0.969551245379789,135.399306618496,175.056953397339,159.263356255157,134.439461246724,29.2459689381297,2.46706486405337,7.04109898402786
3,1,171.291665418874,0.214415864571386,1699.4035301728,1.14919836684016,175.3286115066,204.722146190995,164.109786684021,177.861390919468,53.4748097091428,3.23012707476526,6.93331354225023
3,2,163.716851809269,0.17330926995133,1764.34903550431,1.15617605941979,177.102231460091,205.547683160992,165.656512557745,162.40270382836,51.1664912445078,3.17437836025874,6.97442883600805
3,3,161.645506382659,0.141322837290803,1994.77555345587,1.27147462359015,189.874250696952,223.789562980841,164.664145432981,143.581389316964,49.5844610674493,3.41459731289285,6.97411511272982
3,4,165.058949490817,0.0809126766146072,2103.1622434487,1.3362941161907,202.257882221593,235.659447748842,149.326273528024,123.767989490854,47.5786968092245,3.28380784240263,6.86881682997624
3,5,167.561817946295,0.0620032302648142,2090.02026098061,1.41288413388166,198.297560763938,228.154075637221,137.331587521245,118.510603576818,45.90552912666,3.27303268252282,6.82115842456988
3,6,170.519772259441,0.0539430157255974,1991.77206704173,1.54266858744877,180.395744026706,203.730599716296,124.469332005064,130.175373859732,43.2858275022181,3.44556436283262,6.7283272147401
3,7,169.257968551889,0.0445951281527838,1894.2296370133,1.60003908222014,161.498322239921,190.343386254382,116.128597465503,147.954148252808,39.1400942066719,3.48235392320934,6.65220137999595
3,8,164.277753029984,0.076228470895823,1950.64263979049,1.44852575109823,149.627323957767,220.583435869682,132.368059697389,165.967885014991,41.6602674845131,3.19385512267908,6.93765352089974
3,9,156.915503104933,0.084466512170846,1986.08820122957,1.32228923360522,140.894394053538,245.286397561941,140.243960392059,169.561653011051,40.2402165664177,2.94374673630161,7.07796205963776
3,10,156.48451046175,0.11676857345711,2115.4519782336,1.26688477957374,140.698966063613,265.331613084817,147.707908029682,156.736300887911,39.4054377801199,2.99120155182139,7.14821169369264
3,11,152.728637114795,0.168639082906762,2326.34991518034,1.25440158659526,145.841604982888,278.547613554303,153.885224853793,148.936357048302,38.459927162694,3.18262002479137,7.21757162459905
3,12,147.127068071136,0.200823280259419,2440.32149191552,1.26245831129578,149.69598545902,277.807777744113,154.565601981005,154.002786669496,37.574034079336,3.32092746283831,7.28200606416958
3,13,151.031598438892,0.195957548015823,2307.81242954565,1.29176347904835,149.574597799672,261.07642845607,151.463497159556,167.537630033131,36.7807125281003,3.26569868775623,7.31548360792148
3,14,149.391924926806,0.157374594384694,2097.53461103179,1.29659929074681,144.080991431138,239.835566466971,146.726892149565,177.598968423061,36.1395309174275,3.19844170508526,7.36322074036304
3,15,147.416106173041,0.112284836280238,2006.87500743276,1.23940321598563,131.30229993249,218.912720794159,141.528428812365,174.057766677093,35.4269994694997,3.11772675530706,7.33252312040095
3,16,144.876544786457,0.085867643916731,2007.3067069826,1.15097184908751,119.722486956283,205.324765770091,135.531297503298,179.529452690965,34.7584959861117,3.06972623895645,7.27001058907394
3,17,140.322503981526,0.0990039253188636,2103.09976296174,1.13070582096916,119.1136108216,209.781080913483,136.009195614863,205.027600186327,34.1737863069334,3.14255904491944,7.23334678428404
3,18,134.169924403033,0.145165965724929,2249.88187774852,1.15000442076367,130.412670579092,230.026270916238,142.973344278839,235.271069372783,33.9597272678883,3.23229443937661,7.2058264255054
3,19,121.18409286204,0.14461696917673,2308.55898914268,1.13447842554079,145.0986669212,239.159211800417,145.104606827501,240.593576371211,34.3793919813239,3.37982360522824,7.1856541428935
3,20,127.792764273493,0.109951686008909,2346.40135103958,1.15041028197427,157.362887354554,217.946406225555,144.400736370857,195.854039972308,33.2425049574593,3.3955225657044,7.1702863983112
3,21,124.652882940566,0.103170659304418,2489.19753087125,1.185916653835,163.506578032783,189.178574428741,143.397646813466,136.675437776791,33.0055847357906,3.54193880594883,7.20792025014801
3,22,118.43388441145,0.107919102344025,2511.14882737324,1.16574866938512,161.83454734088,168.73521095876,141.284887892166,105.232691126511,32.9578961162964,3.5861202433424,7.22106346271987
3,23,121.864355539344,0.125812144686456,2357.64846811148,1.10202286938921,151.990272461765,166.985306073756,143.387955860375,108.434091093305,32.6645901009778,3.10570530424436,7.18232983186872
3,24,115.710413918378,0.141312208634541,2241.28765712014,1.06452562806093,142.103808914357,179.529373906792,150.731038906586,130.069331218756,32.450023217949,2.76683680898582,7.16018013255328
3,25,116.383726951743,0.170380446319064,2251.63494843721,1.07074779822794,141.553971465092,200.149792813683,161.758748620763,149.629301824568,32.5585092556863,2.73901852525564,7.15483878007566
4,1,143.583211309076,0.13698844893079,1772.119801351,1.25297882097172,172.790050457369,224.02425347597,188.140764788165,179.720680767042,51.4140921936623,3.42542043979091,7.00608672811672
4,2,122.849849939821,0.0494163320013287,1720.42415764314,1.18567510780979,173.245280690006,217.287257349839,187.686680077812,162.305291016386,46.8235303061065,3.27360496769501,7.0202326342637
4,3,153.067724562304,0.0487695965629794,1823.41832110787,1.19881901448963,192.037439654072,226.997309390956,173.277644884577,143.58777706647,48.4765659216463,3.26004639926331,6.90995443585253
4,4,148.652146975012,0.0195681812701058,1771.40817153449,1.13972582284309,203.652525785727,222.834424091728,154.141698669354,121.208713421882,41.5811483623108,2.79769403924284,6.69040395174927
4,5,151.889150691404,0.0303755602835151,1863.20417380423,1.25350959445076,200.403956239398,211.678803558269,142.882568698496,106.924428337683,42.4829484696232,2.970678335452,6.72724142182029
4,6,162.07005593256,0.0582870721101499,2038.22656727791,1.46060306651785,186.610208834335,194.534371776885,135.528289086263,109.920383004162,46.3993969306396,3.25791069617719,6.78787060646576
4,7,168.812505816246,0.0828379196706181,2104.00113072505,1.55287935630263,167.861887651405,186.276812281223,131.695901259342,125.736817872053,51.3008721276676,3.25150757659119,6.8180302162521
4,8,150.814930036627,0.0708389642127342,1917.18751190016,1.39871572849993,147.942657505201,201.763396039983,131.060793028341,145.063136053332,40.9630071297316,3.07292379452295,6.92378649444456
4,9,124.696620152521,0.0489016519179022,1776.79075517076,1.21910698753625,131.293028151877,212.404810737703,126.937939378515,151.386633935381,27.1174285130587,2.61882584492198,6.99835464350255
4,10,137.81308785694,0.0615066691821998,1811.29341456024,1.15521336323527,130.564135765045,225.144276820347,131.777872163012,143.948268205941,34.9399787841143,2.80025618842549,7.05880669768925
4,11,128.400663751261,0.0611667063898642,1988.9594934292,1.13495661155469,134.087303279558,212.958378810388,128.81943911744,143.159225698425,36.5862622144968,2.86013543179732,7.10499146029763
4,12,105.108304388002,0.056018293071387,2102.71114622687,1.13099195263157,136.254966769313,194.912960838022,123.09717027541,153.398867204663,32.4365841834454,2.74160219778719,7.1465564960492
4,13,138.568032084725,0.11281721431203,2074.70201669542,1.2508570418742,141.184534987402,205.764026003329,132.946513167755,182.902702334303,36.3412420105985,3.11162641548963,7.23232306735991
4,14,149.485072963398,0.113607780825468,2011.66359696742,1.35074113784979,140.259963369396,204.090805238667,137.478363140511,213.347218621362,38.2295163533174,3.46926075665775,7.36826645801748
4,15,133.658629966069,0.0671304353285119,1963.25964189283,1.26149518235928,125.547011731291,182.954020164027,135.455061252162,191.162362058923,34.3923427850536,3.21961764895462,7.30471353154252
4,16,136.674176574354,0.0489479432672357,1901.02953264095,1.11979892889276,116.910232303744,168.699584251459,126.412984954414,178.399322926786,32.9113072965132,2.99715582919812,7.14577621835581
4,17,139.606157070531,0.0574463659555717,1917.83462111541,1.05831301314609,119.504265529273,171.330785381813,122.47782389993,198.521428618466,28.8231479680465,2.9474724905511,7.0500879484379
4,18,118.731731355338,0.16382416979229,2168.44856418773,1.14649952972335,136.662765829694,207.394919700496,137.480253304622,237.577840377279,34.5494836889432,3.21133458393711,7.12120807864347
4,19,78.248581964664,0.167295940348036,2259.8346163906,1.19644447122798,156.483913610256,230.094225672015,141.336764192601,260.140366400076,41.1457704939178,3.71389023863986,7.09041986156835
4,20,112.945834475014,0.143173536971585,2413.68426455251,1.26149028782514,167.788585875333,206.732287561648,143.279667871836,204.493274702455,33.2081858146574,3.63747049385008,7.11157525493214
4,21,108.248140269759,0.208820605293071,2980.1816635669,1.40625132973446,169.956150364138,180.009958902984,145.322817062449,129.872249925658,36.4859665267977,4.13075712211146,7.29106732176234
4,22,89.0306422022675,0.266151462696053,3314.2528192477,1.49468892985148,167.34424184814,166.871786487153,144.864539322243,94.6207522408586,45.8324952771812,4.84804075798337,7.40747439881744
4,23,109.97146050052,0.303535271709966,2788.51659282566,1.3045412346368,157.803948558845,182.53399151768,147.734389652863,109.258814755754,32.6591659213405,3.39033013904982,7.29950903223081
4,24,86.4952128615418,0.337260039124211,2457.551198016,1.20567721917778,147.398484419863,207.339044041209,150.399095006596,145.923345807442,29.7215650138694,2.90355356413178,7.32097056764891
4,25,103.058530658535,0.301844049131049,2336.6345850712,1.15792289371943,149.301023171855,234.559837482739,169.097293275912,159.315454845687,32.5861635679726,2.66477954599908,7.27955238424026
5,1,127.432798913432,0.22473328858378,2021.24169891658,1.4767395321095,181.57226423305,263.901089359888,207.114598660416,176.624105480619,51.8042025671211,3.56000345499231,7.08719712475392
5,2,127.213434409671,0.0942784144656043,1942.22743175794,1.36079047601573,188.262836984741,250.594848835454,199.48137698477,157.994509224124,48.4143086513279,3.42228110549474,7.08614120832096
5,3,142.256277548765,0.0502354754079666,1927.96844859674,1.2518715335394,206.365470697297,241.654353955507,182.765637448268,135.197091419888,47.4973063940873,3.31570923933783,6.97213887355991
5,4,145.605649047166,0.0212411053865007,1861.9851369263,1.148405414815,217.192471255561,228.870950151776,166.518834666411,108.551530249975,46.1411185322533,3.07160388133646,6.81687303838616
5,5,143.23339506308,0.02585552898391,1851.90946682824,1.18073701070056,211.494008585715,210.490427141326,153.346919052372,88.5248994754869,43.8521479509917,3.07998473079019,6.81216024663868
5,6,146.2024057164,0.0459666061458764,1899.5860483814,1.28462276185463,195.026809586096,191.963364795422,143.961900503644,86.6786957648564,43.653221583705,3.17545053809553,6.85237955107513
5,7,148.162713713067,0.0681004892769287,1904.90700910059,1.34439832242951,173.566380104763,184.537374526369,138.888287162284,101.08461438928,44.2367033107403,3.1436907454892,6.87558535092103
5,8,138.784265845661,0.0721567216293797,1806.52132213925,1.31331908444793,151.017607532006,194.80266203355,136.909385512338,125.637896945621,40.3788260470236,3.04525488059757,6.9211944135469
5,9,128.816507199163,0.0644229369843932,1692.70308910697,1.22428786760975,134.135509766038,207.070603181692,134.826688882623,140.788672785484,35.3302748843722,2.82158806963074,6.95432202846723
5,10,132.829906606804,0.0652978937438652,1610.24288766986,1.13331593846911,130.651048658971,213.531693616117,133.471654742209,138.695387855504,38.2527113747366,2.88769672775122,6.99122616261635
5,11,127.013528372383,0.0656375515102705,1740.04128013488,1.14317003885224,132.575043265238,192.70613723218,122.879728968336,153.362536503354,37.1908962496779,2.88609337800017,7.02209761242722
5,12,117.685180103685,0.0751785055388027,1821.63888152727,1.14790613388666,134.483262089873,172.723376009543,115.431855956152,168.962696992211,35.3321282201049,2.81369840323122,7.04331925947076
5,13,128.960165220201,0.127322438779558,1829.00457767348,1.18812173773082,136.509671956905,169.455845464396,121.203413950045,190.784816540715,35.9387566721906,2.99092153032633,7.10758153766274
5,14,125.316412396962,0.121412504933394,1837.62458158108,1.20669866604058,131.317661981084,159.276457566051,127.334578294985,201.454291003895,34.6219173493359,3.10359613276893,7.20355220174041
5,15,90.786740761716,0.0663070483120492,1900.39243867148,1.16327878569082,117.691830242879,141.944385996264,130.531258467322,171.796487667053,22.4614948769226,2.91043145129671,7.217801078149
5,16,118.105720433359,0.129549958462772,1971.60170955628,1.15317956227185,121.198793982356,147.887168243658,130.850493305685,162.245674028944,32.9443313519487,3.00720634077046,7.14666298563236
5,17,123.659880255555,0.206585474781214,2038.75187567691,1.15115716822141,131.029695650362,159.481168313085,133.038083988856,181.375377144464,32.2525825303038,3.06045144194178,7.09325986488352
5,18,117.010128967934,0.296601823748143,2145.43677245303,1.19253674232285,148.37092389237,182.255602035669,144.66295096331,214.278746644334,33.442410075877,3.18909066695072,7.08918520943464
5,19,108.376135934908,0.263351117963219,2151.03912407798,1.20909185993397,166.011767176179,192.108873396105,149.02114056326,226.684963055694,33.2812385546324,3.43479916915962,7.0293308131765
5,20,112.329298756247,0.274871666193746,2345.088554004,1.23586257521163,173.504454047997,183.230536119724,150.279723948037,177.48391138637,32.7689748376304,3.44699887164212,7.07347944540961
5,21,107.280887186298,0.364095488009519,2791.53291064696,1.31171564665949,172.880308312528,169.056065165914,149.207039005586,114.555789253074,33.7260262638845,3.7449192932369,7.2153787140473
5,22,99.3859317988649,0.445924059705915,3032.67920195472,1.36583619231556,170.64414684284,165.736319786251,148.122474603328,86.5371722907755,36.181382660971,4.00011516029074,7.29954135335754
5,23,105.019365257052,0.503201076560551,2747.38859794517,1.30253397172157,167.385728982708,185.781899876188,152.557238754295,101.1803247286,32.4922190853797,3.27667553331337,7.26306100380168
5,24,97.7712344366267,0.507302486205343,2480.26191549449,1.25340454328044,164.175909184561,220.835198086547,163.555364720761,132.202690888396,32.5126626525306,2.76152512443661,7.28991987709725
5,25,108.979188689889,0.401084558372636,2325.32862352299,1.1889224979199,165.719711263849,260.439533312042,187.542265694027,143.781251243102,39.9600127934331,2.23548474243099,7.3036270643428
6,1,83.200994314642,0.482531911879645,2355.58098398168,1.7796077560988,197.967399265195,314.651027643661,218.037777942205,175.970559536861,65.6769570292102,3.68115687738616,7.22616152559064
6,2,118.069890376956,0.256581209895823,2248.20375724597,1.58675556373441,216.42467546646,284.844281363742,196.208813061653,151.468051034482,52.7326373110368,3.51330587834918,7.23778876621209
6,3,133.037491570484,0.109717054249529,2180.1879600105,1.3623399643911,231.057660214122,258.271155283506,188.11660212531,121.564631881135,46.5161032231994,3.38470049163678,7.10189978576514
6,4,141.792079677288,0.0338894220655771,2130.71409554691,1.19923201767986,239.650662720613,237.511534722572,180.180870226393,86.9799469797954,44.5006766329292,3.2273037724456,7.00476868350624
6,5,136.981963841809,0.0282920263576792,1927.89294121917,1.14213483196092,227.769903404847,211.550860284883,162.709806778397,68.1156013034787,43.3502290188719,3.17231626377615,6.93770257333053
6,6,136.454939440995,0.0300311660538597,1642.60149505856,1.10277045467585,203.886389620608,183.283093393506,142.649631815853,65.5500721531977,42.6496721154976,3.01314552427931,6.85207296666689
6,7,139.965244487522,0.0338898348257705,1506.5524261063,1.10144334117342,179.119694647572,170.958503116457,133.267696082211,77.5438237865468,42.5182949687366,2.84475072659443,6.79921103609722
6,8,127.664008435794,0.0775148006630426,1660.03825132242,1.24240655923304,155.767705791843,186.28734132348,140.830282818315,116.363888947168,39.7722453997327,2.97876036594685,6.86803514913867
6,9,115.998255381444,0.112234503157856,1783.34264091245,1.35145734251587,139.578770600931,204.186932748737,149.496204351371,156.270752388267,35.8425225067632,2.86441444034774,6.86395784111542
6,10,120.766498754951,0.126780198664834,1711.30026642505,1.30731838212104,135.218839361545,201.830160771786,139.907597731119,168.454457557426,37.0983537987247,2.90557116167642,6.90807653902056
6,11,126.527962589379,0.12727218506596,1619.30761398549,1.25140757922292,137.413454109819,181.937321475335,120.172712544905,179.659237476668,36.6698185670931,2.85231212710796,6.9296043186347
6,12,129.25542522914,0.178345947880309,1585.59927368491,1.22964794211511,139.552245086312,162.27827549209,109.75600575402,191.792911279212,35.3092132218093,2.76176332448068,6.8784022858645
6,13,123.213256653123,0.257382941888569,1583.71698912536,1.11557600486417,138.05814834438,144.624181772335,111.834591377992,193.886701381922,35.5385358089623,2.7737227822983,6.92124526751767
6,14,122.328048846368,0.291580146023629,1580.80294371378,0.982355469202558,133.083400572431,125.392285282162,114.926264593043,182.367609207313,33.0822372759582,2.46406003655321,6.9187237886246
6,15,111.779112441703,0.345775762270496,1799.15363631769,1.05221263338839,130.55621361189,126.407091360374,126.513071252436,154.5883043256,33.0521242804698,2.67175117083641,7.04504169519947
6,16,99.5086867137961,0.560814248561779,2156.36725515976,1.24893475141213,138.637735527673,142.267964401967,142.710193113538,140.529245601225,32.9176240088088,3.18388095613234,7.20905850607755
6,17,90.8760714079,0.75338112211575,2335.48439358744,1.33541743088097,151.865726309907,156.512993724705,154.296752116221,151.912485366192,30.9093617846295,3.37751441067691,7.23800419631578
6,18,109.180755012753,0.696835328360368,2244.19198804804,1.26058221108556,164.579477867813,165.691941345743,162.302564639622,175.904294547351,33.1918532866499,3.1870888317147,7.11111006871572
6,19,117.242445986999,0.61091876181589,2170.56447527918,1.17148843336838,174.49564998378,162.068186343016,169.169514548003,178.890474286422,32.8778332365005,3.09097566558486,7.00335255866467
6,20,112.193183879371,0.566790323660919,2213.78072129941,1.12137374139881,176.953121682001,160.812171548748,164.981590307353,142.096128162336,32.7030805317835,3.14055344449479,7.01926768842824
6,21,108.934242158681,0.571393944838084,2284.72909364428,1.05271728644927,172.377966261569,154.827410876522,153.308971111765,94.4898210173513,32.4202407345135,3.23844334379783,7.06067708965952
6,22,107.854060560245,0.617804414877207,2344.1010320742,1.04024029378848,170.376566791375,154.562610467195,147.067819585536,75.2887936290864,32.0727559435465,3.19243310032705,7.08441335243056
6,23,101.573974694175,0.708592519289214,2423.61876189456,1.17302982934248,178.67336219968,176.512936720952,153.88443651476,95.886150042149,32.4066279865614,3.06459962874063,7.12831723650816
6,24,97.3265145460126,0.754640587495782,2394.31734147496,1.26175694037687,188.733775048918,199.967574162233,163.231330954418,129.546644920866,33.2146166306627,2.81614130065164,7.13011342475766
6,25,97.9499379998706,0.655986230237991,2337.50791082087,1.24258536794279,189.03213645895,225.38204019006,174.786608963139,152.266102347344,33.192789884901,2.7018131289103,7.16340283686144
7,1,109.600777640947,0.660717207228833,2388.05005293358,1.72136719294898,220.828784828504,301.04498724953,203.402954064358,179.940697010944,53.6481359331753,3.61436025265259,7.25971592251758
7,2,113.668448760609,0.471539703155764,2377.31701999774,1.63632725155302,241.276502378427,285.812784061403,188.474806067702,149.251890800864,56.9938005965558,3.46924396473209,7.3472322517713
7,3,123.829877489652,0.283052466164614,2366.77940125573,1.4565126002358,250.091825331923,266.164449121205,195.008354913914,115.471693557545,45.694184579113,3.41230605999031,7.18911688762822
7,4,141.046300366135,0.106316296919069,2334.04702857674,1.25995574486136,258.288089871783,242.850430450018,191.520854770757,77.1406924227721,42.2388637175221,3.20395872241457,7.10811982654454
7,5,130.04350258396,0.0803604544994575,1991.2625219186,1.16003614022653,240.130841000373,212.056626399819,168.976574462195,60.3312366423612,42.3024923133154,3.1829868334948,7.01272799559457
7,6,126.729194531053,0.0617579273244595,1531.90416163129,1.04424285503305,209.090364984913,176.715615876765,140.614054311114,57.7894741437208,41.3968729825559,2.97040965770015,6.88096922806469
7,7,130.504804110066,0.0495289807314411,1320.57651953075,0.99734885921567,180.785275953014,157.422702339617,126.067223459211,70.205297841302,39.6971033080399,2.72101447606543,6.80024287010743
7,8,117.003398983808,0.133554057180975,1572.21126328074,1.19369591142893,159.840378927379,171.950073806143,137.540496864113,121.048599969707,39.0772158688085,2.94475829204841,6.84190498297824
7,9,93.6128623562164,0.205806674225646,1835.79757711273,1.41513112741217,143.271682783398,186.045865169787,150.828628673966,177.013636062064,29.1133484190085,2.71392724670869,6.78633767636082
