,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,6.324265227461801e-07,1.0154338268709933e-06,1.1978426848866813e-06,1.2887014779494538e-06,1.4118545344788623e-06,1.553640146651846e-06,1.1699290798009657e-06,5.978110998815771e-07,3.6788441371404163e-07,3.3625818627465923e-07,4.671198455506971e-07,8.212176794529371e-07,8.736132058536163e-07,5.634442114734488e-07,5.023309397996306e-07,7.552893156459101e-07,6.735568712966929e-07,3.206566379875606e-07,2.035457206092528e-07,3.3820412240134943e-07,5.95904517373006e-07,8.967495412559755e-07,1.2218897495718632e-06,1.0102836187888845e-06,4.2831571601808244e-07
1,9.08088054728377e-07,1.7024711315392767e-06,1.9979973623252506e-06,1.8069778897511081e-06,1.790768926221766e-06,1.9141561291092366e-06,1.5164820570003984e-06,9.998965629431885e-07,6.954657940457046e-07,5.650781088434994e-07,7.263728168999717e-07,1.1632828220500187e-06,1.2556056522571101e-06,1.0198712302265396e-06,9.590236243049426e-07,1.3180897660731107e-06,1.287645349795176e-06,7.604983660940131e-07,5.603707776416785e-07,7.280866799000397e-07,1.1392456898790373e-06,1.6720689997931233e-06,2.1840820442249834e-06,1.8796098552727008e-06,9.093653392996274e-07
2,9.54729075116726e-07,2.010499343599584e-06,2.422926587578385e-06,1.9587104986613495e-06,1.665634120043631e-06,1.5862761159347614e-06,1.3504047579192618e-06,1.2224068517679464e-06,9.84176503414769e-07,7.54969039945532e-07,8.37629956818929e-07,1.1079175164047786e-06,1.193439538893072e-06,1.190420629129633e-06,1.19100129992493e-06,1.458239110134106e-06,1.4312921597968587e-06,9.862152172205534e-07,8.595881003811798e-07,1.0391673448569342e-06,1.441915770665122e-06,1.8568424193596838e-06,2.219973552787579e-06,2.0965292132275606e-06,1.1802466249259157e-06
3,1.0570622355958033e-06,1.9090475542520895e-06,2.3362687523072003e-06,2.104678779622581e-06,1.9259997734826027e-06,1.750923943432377e-06,1.4901148540062954e-06,1.342687055334377e-06,1.0764988002040306e-06,8.414228142499988e-07,9.296069776110062e-07,1.1867075848720863e-06,1.2213210251651528e-06,1.1326158669064457e-06,1.116660395234649e-06,1.2846328814500505e-06,1.2251820667853292e-06,9.566344888398129e-07,9.110425317552942e-07,1.101440031765963e-06,1.3847554814308605e-06,1.5689584860627494e-06,1.7748093267385353e-06,1.8008726696536181e-06,1.1303704019342076e-06
4,1.0516643485421075e-06,1.5517001808777185e-06,1.9925078580493857e-06,2.2938383313171962e-06,2.3963107191550048e-06,2.278718778686466e-06,1.8803394909500859e-06,1.4046276856772533e-06,1.1403050127310151e-06,1.0026165801237383e-06,1.0372477066655536e-06,1.2768897864306333e-06,1.2285486568719377e-06,9.485299054171229e-07,8.762287719721625e-07,9.80326376654553e-07,1.0273645892206064e-06,9.496651211213694e-07,8.45353783590264e-07,9.53586861685477e-07,1.161130689305821e-06,1.2648289555361736e-06,1.3840135289071271e-06,1.3932178464400264e-06,9.351306314701465e-07
5,7.062523857461758e-07,1.0844432375871679e-06,1.5817550311921794e-06,2.192182763874978e-06,2.4912966395783185e-06,2.443700221940605e-06,1.921618964425576e-06,1.254190576742783e-06,1.1310566725850971e-06,1.2308507724901054e-06,1.3642812107357585e-06,1.54026514425259e-06,1.3906003291370638e-06,1.0639035129430203e-06,8.903429507725024e-07,8.035256424144479e-07,8.693918067763203e-07,8.800422573156602e-07,6.698526564631581e-07,6.981454497681219e-07,9.94141244410591e-07,1.247857368719824e-06,1.3547597815510034e-06,1.2406643927777895e-06,7.858822311239713e-07
6,4.6386874624034887e-07,7.80607501456672e-07,1.1011971497179221e-06,1.635067217863848e-06,2.1732343357218927e-06,2.1952900152474482e-06,1.5691210558926067e-06,9.466678833076208e-07,9.507959871281861e-07,1.3333930799972708e-06,1.8131131932666101e-06,1.8920062868670335e-06,1.597174068763205e-06,1.4721405388152084e-06,1.3075357086161342e-06,9.356717363316486e-07,8.289203030364569e-07,8.825206798400996e-07,6.326205677484017e-07,6.013332001565671e-07,1.111768549083819e-06,1.7167981306401109e-06,1.9956506327045686e-06,1.7382989018583352e-06,9.998099905552095e-07
7,4.3485293969043093e-07,6.652006239754898e-07,7.267951993835947e-07,9.354856136902163e-07,1.3913613989280591e-06,1.4897852868989566e-06,1.0297518471970923e-06,6.26514287384448e-07,6.395194975307552e-07,1.0767705825097434e-06,1.7857689681586419e-06,1.8272898909109183e-06,1.3996537774857205e-06,1.4092049000380131e-06,1.307905564636677e-06,8.740559225495577e-07,7.957976437983387e-07,1.0142941447192833e-06,9.194699962374055e-07,9.003644741831815e-07,1.3679587433564954e-06,1.9993608263335292e-06,2.4939641501574236e-06,2.427349284454343e-06,1.5042620737603596e-06
8,4.450038012278901e-07,7.109907475663958e-07,7.399121094511136e-07,6.090438451931189e-07,6.457865751039271e-07,8.197972524123829e-07,8.092334303779416e-07,6.332340209630934e-07,4.795428719492275e-07,6.422406341656978e-07,1.1635463264572604e-06,1.3170536207164028e-06,1.0311506279677683e-06,9.500801361315922e-07,8.178981557960441e-07,6.292057684063949e-07,8.040407299680924e-07,1.1111503854953772e-06,1.288623226934198e-06,1.4038933746721993e-06,1.5469387923033327e-06,1.7999796324735288e-06,2.1843285757839917e-06,2.270158284748117e-06,1.4721265753577456e-06
9,4.737457684469335e-07,8.547270769345125e-07,9.812444963287096e-07,7.308766542351708e-07,4.569301725343285e-07,6.463605347202788e-07,9.891426040092716e-07,9.469041325024637e-07,5.959080066834334e-07,4.4945650020764315e-07,6.391623077442852e-07,8.335229349927256e-07,7.857416263097594e-07,6.618478484373117e-07,4.956505724996273e-07,5.450396207483148e-07,9.317749102195444e-07,1.2169937762646383e-06,1.4797929213964526e-06,1.6356816077614603e-06,1.6285336273593402e-06,1.6071312079864417e-06,1.539452178649461e-06,1.357234512107257e-06,8.136581165471322e-07
