"x"	"y"	"swp"
157.5	7.5	-0.327908440476191
162.5	7.5	-0.283858833333333
167.5	7.5	-0.283858833333333
172.5	7.5	-0.307090226190476
177.5	7.5	-0.332904396825397
182.5	7.5	-0.238401345238095
187.5	7.5	-0.219546119047619
192.5	7.5	-0.142110853174603
197.5	7.5	-0.146832111111111
202.5	7.5	-0.146773321428571
207.5	7.5	-0.149795904761905
212.5	7.5	-0.152878932539683
217.5	7.5	-0.14126925
222.5	7.5	-0.147271888888889
227.5	7.5	-0.149029785714286
232.5	7.5	-0.151050944444444
237.5	7.5	-0.150836043650794
242.5	7.5	-0.144268599206349
247.5	7.5	-0.177310464285714
252.5	7.5	-0.173457630952381
257.5	7.5	-0.177452464285714
262.5	7.5	-0.18478105952381
267.5	7.5	-0.154587845238095
272.5	7.5	-0.180598511904762
277.5	7.5	-0.147462456349206
282.5	7.5	-0.141133535714286
287.5	7.5	-0.148526908730159
292.5	7.5	-0.144028194444444
297.5	7.5	-0.148594781746032
302.5	7.5	-0.146860194444444
307.5	7.5	-0.152609119047619
312.5	7.5	-0.153441293650794
317.5	7.5	-0.152198234126984
322.5	7.5	-0.14741798015873
327.5	7.5	-0.142743833333333
332.5	7.5	-0.14741798015873
337.5	7.5	-0.157191285714286
342.5	7.5	-0.158332555555556
347.5	7.5	-0.195276924603175
352.5	7.5	-0.165241261904762
357.5	7.5	-0.151756341269841
362.5	7.5	-0.162219484126984
367.5	7.5	-0.153421305555556
372.5	7.5	-0.148846690476191
377.5	7.5	-0.151284698412698
382.5	7.5	-0.152917507936508
387.5	7.5	-0.165098007936508
392.5	7.5	-0.153071797619048
397.5	7.5	-0.141617484126984
402.5	7.5	-0.165944055555556
407.5	7.5	-0.135118376984127
412.5	7.5	-0.135118376984127
417.5	7.5	-0.153575595238095
422.5	7.5	-0.250165031746032
427.5	7.5	-0.269818261904762
432.5	7.5	-0.269440630952381
437.5	7.5	-0.269509400793651
442.5	7.5	-0.269440630952381
447.5	7.5	-0.270342952380952
452.5	7.5	-0.271292059523809
457.5	7.5	-0.271292059523809
462.5	7.5	-0.269440630952381
467.5	7.5	-0.174376452380952
472.5	7.5	-0.152305333333333
477.5	7.5	-0.160490773809524
482.5	7.5	-0.155781726190476
487.5	7.5	-0.157589440476191
492.5	7.5	-0.149281384920635
497.5	7.5	-0.184552797619048
502.5	7.5	-0.237698686507937
507.5	7.5	-0.157589440476191
512.5	7.5	-0.232821031746032
517.5	7.5	-0.154086428571429
522.5	7.5	-0.153481761904762
527.5	7.5	-0.15988051984127
532.5	7.5	-0.156089456349206
537.5	7.5	-0.155128456349206
542.5	7.5	-0.145338853174603
547.5	7.5	-0.142841333333333
552.5	7.5	-0.146730916666667
557.5	7.5	-0.143257972222222
562.5	7.5	-0.154221765873016
567.5	7.5	-0.151663003968254
572.5	7.5	-0.146191396825397
577.5	7.5	-0.151663003968254
582.5	7.5	-0.147817765873016
587.5	7.5	-0.142765103174603
592.5	7.5	-0.142765103174603
597.5	7.5	-0.147758130952381
602.5	7.5	-0.147484654761905
607.5	7.5	-0.23156419047619
612.5	7.5	-0.254879829365079
617.5	7.5	-0.334081611111111
622.5	7.5	-0.373132686507937
627.5	7.5	-0.373132686507937
632.5	7.5	-0.333423777777778
637.5	7.5	-0.330380718253968
642.5	7.5	-0.310608011904762
647.5	7.5	-0.233446908730159
652.5	7.5	-0.3381635
657.5	7.5	-0.168421773809524
662.5	7.5	-0.147291678571429
667.5	7.5	-0.191170596320346
672.5	7.5	-0.18971392965368
677.5	7.5	-0.216438261904762
682.5	7.5	-0.198192259018759
687.5	7.5	-0.187180369047619
692.5	7.5	-0.150806658730159
697.5	7.5	-0.239770392857143
702.5	7.5	-0.149249904761905
707.5	7.5	-0.416078785714287
712.5	7.5	-0.416078785714287
717.5	7.5	-0.266749503968254
722.5	7.5	-0.244367
727.5	7.5	-0.265788
732.5	7.5	-0.265788
737.5	7.5	-0.21895853968254
742.5	7.5	-0.16821903968254
747.5	7.5	-0.169952555555556
752.5	7.5	-0.169952555555556
757.5	7.5	-0.169952555555556
762.5	7.5	-0.165674313492064
767.5	7.5	-0.195726615079365
772.5	7.5	-0.201493698412699
777.5	7.5	-0.200204884920635
782.5	7.5	-0.202626246031746
787.5	7.5	-0.177097472222222
792.5	7.5	-0.195189361111111
797.5	7.5	-0.187917503968254
802.5	7.5	-0.217991555555556
807.5	7.5	-0.233915056637807
812.5	7.5	-0.234717793650794
817.5	7.5	-0.224966265873016
822.5	7.5	-0.222843234126984
827.5	7.5	-0.188694595238095
832.5	7.5	-0.298209523809524
837.5	7.5	-0.298209523809524
842.5	7.5	-0.327760976190476
847.5	7.5	-0.326874178571428
852.5	7.5	-0.370593063492064
857.5	7.5	-0.30691671031746
862.5	7.5	-0.306277626984127
867.5	7.5	-0.299823678571428
872.5	7.5	-0.173841880952381
877.5	7.5	-0.173835134920635
882.5	7.5	-0.195739873015873
887.5	7.5	-0.322959325396825
892.5	7.5	-0.379977186507937
897.5	7.5	-0.381880904761905
902.5	7.5	-0.370617920634921
907.5	7.5	-0.332833031746031
912.5	7.5	-0.298395873015873
917.5	7.5	-0.317465817460317
922.5	7.5	-0.307193706349206
927.5	7.5	-0.570809365079365
932.5	7.5	-0.598388992063492
937.5	7.5	-0.598989992063492
942.5	7.5	-0.597656857142857
947.5	7.5	-0.572141174603175
952.5	7.5	-0.572141174603175
957.5	7.5	-0.597873305194805
962.5	7.5	-0.599388606782106
967.5	7.5	-0.599388606782106
972.5	7.5	-0.584531090909091
977.5	7.5	-0.57716572979798
982.5	7.5	-0.57708822979798
987.5	7.5	-0.589725007575758
992.5	7.5	-0.609236344877345
997.5	7.5	-0.609236344877345
2.5	12.5	-0.341750996031746
7.5	12.5	-0.145138150793651
12.5	12.5	-0.192116579365079
17.5	12.5	-0.213481226190476
22.5	12.5	-0.216325003968254
27.5	12.5	-0.209349194444444
32.5	12.5	-0.231616746031746
37.5	12.5	-0.222900257936508
42.5	12.5	-0.226778658730159
47.5	12.5	-0.226737658730159
52.5	12.5	-0.149611658730159
57.5	12.5	-0.325434392857143
62.5	12.5	-0.291994511904762
67.5	12.5	-0.365714555555556
72.5	12.5	-0.336078003968254
77.5	12.5	-0.303061666666667
82.5	12.5	-0.282281198412698
87.5	12.5	-0.285924785714286
92.5	12.5	-0.326234853174603
97.5	12.5	-0.408182115079366
102.5	12.5	-0.422062075396826
107.5	12.5	-0.424780972222223
112.5	12.5	-0.411752285714287
117.5	12.5	-0.412415202380953
122.5	12.5	-0.315031099206349
127.5	12.5	-0.314489313492063
132.5	12.5	-0.287579313492063
137.5	12.5	-0.312832099206349
142.5	12.5	-0.307383202380952
147.5	12.5	-0.336581305555556
152.5	12.5	-0.321239726190476
157.5	12.5	-0.328490337301587
162.5	12.5	-0.280139678571428
167.5	12.5	-0.299898912698413
172.5	12.5	-0.307090226190476
177.5	12.5	-0.33220573015873
182.5	12.5	-0.332904396825397
187.5	12.5	-0.244714761904762
192.5	12.5	-0.140996527777778
197.5	12.5	-0.248918055555555
202.5	12.5	-0.150606111111111
207.5	12.5	-0.149795904761905
212.5	12.5	-0.140732543650794
217.5	12.5	-0.14116146031746
222.5	12.5	-0.14126925
227.5	12.5	-0.147716138888889
232.5	12.5	-0.149029785714286
237.5	12.5	-0.144268599206349
242.5	12.5	-0.150958805555556
247.5	12.5	-0.150958805555556
252.5	12.5	-0.147206484126984
257.5	12.5	-0.177749785714286
262.5	12.5	-0.151008015873016
267.5	12.5	-0.146459027777778
272.5	12.5	-0.146317027777778
277.5	12.5	-0.151008015873016
282.5	12.5	-0.147761956349206
287.5	12.5	-0.140675865079365
292.5	12.5	-0.148594781746032
297.5	12.5	-0.142241293650794
302.5	12.5	-0.142111666666667
307.5	12.5	-0.144242928571429
312.5	12.5	-0.152777293650794
317.5	12.5	-0.14612625
322.5	12.5	-0.152609119047619
327.5	12.5	-0.145098547619048
332.5	12.5	-0.14612625
337.5	12.5	-0.150751317460318
342.5	12.5	-0.157763130952381
347.5	12.5	-0.199781376984127
352.5	12.5	-0.202116130952381
357.5	12.5	-0.158854777777778
362.5	12.5	-0.153442761904762
367.5	12.5	-0.153521392857143
372.5	12.5	-0.159095928571429
377.5	12.5	-0.155781726190476
382.5	12.5	-0.154086428571429
387.5	12.5	-0.16587671031746
392.5	12.5	-0.159959150793651
397.5	12.5	-0.171227293650794
402.5	12.5	-0.171227293650794
407.5	12.5	-0.152506623015873
412.5	12.5	-0.154766956349206
417.5	12.5	-0.200417138888889
422.5	12.5	-0.246938150793651
427.5	12.5	-0.246938150793651
432.5	12.5	-0.171390226190476
437.5	12.5	-0.171390226190476
442.5	12.5	-0.237698686507937
447.5	12.5	-0.237698686507937
452.5	12.5	-0.271292059523809
457.5	12.5	-0.267639948412698
462.5	12.5	-0.220353603174603
467.5	12.5	-0.153421305555556
472.5	12.5	-0.149528162698413
477.5	12.5	-0.153521392857143
482.5	12.5	-0.14880705952381
487.5	12.5	-0.153481761904762
492.5	12.5	-0.179404297619048
497.5	12.5	-0.179404297619048
502.5	12.5	-0.235512023809524
507.5	12.5	-0.233451178571429
512.5	12.5	-0.154985785714286
517.5	12.5	-0.149142841269841
522.5	12.5	-0.146521281746032
527.5	12.5	-0.14703380952381
532.5	12.5	-0.153950535714286
537.5	12.5	-0.147577174603175
542.5	12.5	-0.143327083333333
547.5	12.5	-0.149302253968254
552.5	12.5	-0.146730916666667
557.5	12.5	-0.146199726190476
562.5	12.5	-0.146341726190476
567.5	12.5	-0.151620075396826
572.5	12.5	-0.152265972222222
577.5	12.5	-0.147716984126984
582.5	12.5	-0.210795996031746
587.5	12.5	-0.204641234126984
592.5	12.5	-0.204641234126984
597.5	12.5	-0.204641234126984
602.5	12.5	-0.210363944444444
607.5	12.5	-0.264332678571428
612.5	12.5	-0.306933662698413
617.5	12.5	-0.364856801587302
622.5	12.5	-0.323686944444445
627.5	12.5	-0.374415432539683
632.5	12.5	-0.347475361111111
637.5	12.5	-0.316905007936508
642.5	12.5	-0.316905007936508
647.5	12.5	-0.321388904761905
652.5	12.5	-0.318231785714286
657.5	12.5	-0.168421773809524
662.5	12.5	-0.168421773809524
667.5	12.5	-0.145791369047619
672.5	12.5	-0.18971392965368
677.5	12.5	-0.199459956349206
682.5	12.5	-0.198574206349206
687.5	12.5	-0.189898615079365
692.5	12.5	-0.147391376984127
697.5	12.5	-0.218273130952381
702.5	12.5	-0.225823615079365
707.5	12.5	-0.416059341269842
712.5	12.5	-0.311827702380952
717.5	12.5	-0.363956623015874
722.5	12.5	-0.243186150793651
727.5	12.5	-0.255487345238095
732.5	12.5	-0.265788
737.5	12.5	-0.243227150793651
742.5	12.5	-0.163465630952381
747.5	12.5	-0.164328563492064
752.5	12.5	-0.169952555555556
757.5	12.5	-0.163550325396825
762.5	12.5	-0.166375003968254
767.5	12.5	-0.174247373015873
772.5	12.5	-0.201493698412699
777.5	12.5	-0.195490476190476
782.5	12.5	-0.167572087301587
787.5	12.5	-0.167932087301587
792.5	12.5	-0.168911900793651
797.5	12.5	-0.177223845238095
802.5	12.5	-0.222179202380953
807.5	12.5	-0.236480130952381
812.5	12.5	-0.240111484126984
817.5	12.5	-0.240111484126984
822.5	12.5	-0.252220162698413
827.5	12.5	-0.22448828968254
832.5	12.5	-0.232073190476191
837.5	12.5	-0.200146023809524
842.5	12.5	-0.187386630952381
847.5	12.5	-0.463121130952381
852.5	12.5	-0.464573928571429
857.5	12.5	-0.307726011904762
862.5	12.5	-0.296498722222222
867.5	12.5	-0.294078587301587
872.5	12.5	-0.174783226190476
877.5	12.5	-0.182687551587302
882.5	12.5	-0.178579595238095
887.5	12.5	-0.194967936507936
892.5	12.5	-0.351652603174603
897.5	12.5	-0.371029603174603
902.5	12.5	-0.332833031746031
907.5	12.5	-0.371836071428572
912.5	12.5	-0.378653253968254
917.5	12.5	-0.3629575
922.5	12.5	-0.324155547619047
927.5	12.5	-0.568386924603175
932.5	12.5	-0.598989992063492
937.5	12.5	-0.594901182539682
942.5	12.5	-0.597656857142857
947.5	12.5	-0.598439039682539
952.5	12.5	-0.592561214285714
957.5	12.5	-0.592561214285714
962.5	12.5	-0.598873924242424
967.5	12.5	-0.599388606782106
972.5	12.5	-0.597494805194805
977.5	12.5	-0.598009487734488
982.5	12.5	-0.575092936147186
987.5	12.5	-0.53352201984127
992.5	12.5	-0.611710313131313
997.5	12.5	-0.611710313131313
2.5	17.5	-0.183470468253968
7.5	17.5	-0.145138150793651
12.5	17.5	-0.192116579365079
17.5	17.5	-0.14744298015873
22.5	17.5	-0.153824992063492
27.5	17.5	-0.212024559523809
32.5	17.5	-0.231616746031746
37.5	17.5	-0.205789615079365
42.5	17.5	-0.222900257936508
47.5	17.5	-0.222900257936508
52.5	17.5	-0.149611658730159
57.5	17.5	-0.153547646825397
62.5	17.5	-0.233226575396826
67.5	17.5	-0.325675757936508
72.5	17.5	-0.326627960317461
77.5	17.5	-0.311584234126984
82.5	17.5	-0.303068559523809
87.5	17.5	-0.286472424603175
92.5	17.5	-0.329699357142858
97.5	17.5	-0.330437273809524
102.5	17.5	-0.422062075396826
107.5	17.5	-0.424118055555556
112.5	17.5	-0.42058361904762
117.5	17.5	-0.411380087301588
122.5	17.5	-0.329728007936508
127.5	17.5	-0.316634134920635
132.5	17.5	-0.313131341269841
137.5	17.5	-0.299558722222222
142.5	17.5	-0.327057424603175
147.5	17.5	-0.336011384920635
152.5	17.5	-0.316186535714286
157.5	17.5	-0.324133392857143
162.5	17.5	-0.278775373015873
167.5	17.5	-0.280139678571428
172.5	17.5	-0.29599978968254
177.5	17.5	-0.315752511904762
182.5	17.5	-0.317308476190476
187.5	17.5	-0.244714761904762
192.5	17.5	-0.280139678571428
197.5	17.5	-0.219546119047619
202.5	17.5	-0.243186150793651
207.5	17.5	-0.247769654761905
212.5	17.5	-0.159816583333333
217.5	17.5	-0.147758130952381
222.5	17.5	-0.147736523809524
227.5	17.5	-0.141266976190476
232.5	17.5	-0.140566857142857
237.5	17.5	-0.185650134920635
242.5	17.5	-0.148067714285714
247.5	17.5	-0.145774702380952
252.5	17.5	-0.145791369047619
257.5	17.5	-0.150909222222222
262.5	17.5	-0.149347904761905
267.5	17.5	-0.146409817460317
272.5	17.5	-0.145078222222222
277.5	17.5	-0.149757305555556
282.5	17.5	-0.144192472222222
287.5	17.5	-0.147867753968254
292.5	17.5	-0.145693488095238
297.5	17.5	-0.142111666666667
302.5	17.5	-0.152806805555556
307.5	17.5	-0.169325285714286
312.5	17.5	-0.143371234126984
317.5	17.5	-0.152777293650794
322.5	17.5	-0.145511253968254
327.5	17.5	-0.156384436507937
332.5	17.5	-0.148772666666667
337.5	17.5	-0.143430916666667
342.5	17.5	-0.18009096031746
347.5	17.5	-0.18818175
352.5	17.5	-0.226778658730159
357.5	17.5	-0.197750011904762
362.5	17.5	-0.16367873015873
367.5	17.5	-0.187579619047619
372.5	17.5	-0.203639662698413
377.5	17.5	-0.203917170634921
382.5	17.5	-0.219255492063492
387.5	17.5	-0.16367873015873
392.5	17.5	-0.165848892857143
397.5	17.5	-0.165848892857143
402.5	17.5	-0.204879607142857
407.5	17.5	-0.193464226190476
412.5	17.5	-0.160625757936508
417.5	17.5	-0.165202261904762
422.5	17.5	-0.151107023809524
427.5	17.5	-0.156148547619048
432.5	17.5	-0.158857964285714
437.5	17.5	-0.167893904761905
442.5	17.5	-0.156148547619048
447.5	17.5	-0.192442801587302
452.5	17.5	-0.232821031746032
457.5	17.5	-0.265058349206349
462.5	17.5	-0.271459476190476
467.5	17.5	-0.149449531746032
472.5	17.5	-0.156586023809524
477.5	17.5	-0.153501095238095
482.5	17.5	-0.149488531746032
487.5	17.5	-0.147244527777778
492.5	17.5	-0.154370682539683
497.5	17.5	-0.166887087301587
502.5	17.5	-0.168249726190476
507.5	17.5	-0.14876805952381
512.5	17.5	-0.158358178571429
517.5	17.5	-0.146521281746032
522.5	17.5	-0.187276246031746
527.5	17.5	-0.191109079365079
532.5	17.5	-0.157548130952381
537.5	17.5	-0.155373626984127
542.5	17.5	-0.148697587301587
547.5	17.5	-0.145723654761905
552.5	17.5	-0.145723654761905
557.5	17.5	-0.146639503968254
562.5	17.5	-0.148536079365079
567.5	17.5	-0.150836043650794
572.5	17.5	-0.17070303968254
577.5	17.5	-0.238742055555556
582.5	17.5	-0.238742055555556
587.5	17.5	-0.203933650793651
592.5	17.5	-0.258120623015873
597.5	17.5	-0.246416595238095
602.5	17.5	-0.234839063492064
607.5	17.5	-0.233446908730159
612.5	17.5	-0.239816543650794
617.5	17.5	-0.239816543650794
622.5	17.5	-0.263060091269841
627.5	17.5	-0.328765912698413
632.5	17.5	-0.306163281746032
637.5	17.5	-0.303895400793651
642.5	17.5	-0.306653853174603
647.5	17.5	-0.302732718253968
652.5	17.5	-0.313345261904762
657.5	17.5	-0.33068373015873
662.5	17.5	-0.148717297619048
667.5	17.5	-0.148168488095238
672.5	17.5	-0.199410742063492
677.5	17.5	-0.206508329365079
682.5	17.5	-0.186966900793651
687.5	17.5	-0.142110853174603
692.5	17.5	-0.218273130952381
697.5	17.5	-0.141885103174603
702.5	17.5	-0.226976535714286
707.5	17.5	-0.311827702380952
712.5	17.5	-0.290447507936508
717.5	17.5	-0.363956623015874
722.5	17.5	-0.266430305555555
727.5	17.5	-0.249880884920635
732.5	17.5	-0.265592880952381
737.5	17.5	-0.267701202380952
742.5	17.5	-0.223952690476191
747.5	17.5	-0.199885456349207
752.5	17.5	-0.17227871031746
757.5	17.5	-0.167213174603175
762.5	17.5	-0.166903591269841
767.5	17.5	-0.166839833333333
772.5	17.5	-0.171036424603175
777.5	17.5	-0.17224648015873
782.5	17.5	-0.175336718253968
787.5	17.5	-0.171953813492064
792.5	17.5	-0.174417035714286
797.5	17.5	-0.169591996031746
802.5	17.5	-0.187917503968254
807.5	17.5	-0.218400031746032
812.5	17.5	-0.234296079365079
817.5	17.5	-0.231532329365079
822.5	17.5	-0.235095876984127
827.5	17.5	-0.22448828968254
832.5	17.5	-0.252821734126984
837.5	17.5	-0.194889591269841
842.5	17.5	-0.26848821031746
847.5	17.5	-0.279521214285714
852.5	17.5	-0.314217186507936
857.5	17.5	-0.339885658730159
862.5	17.5	-0.31794946031746
867.5	17.5	-0.29685919047619
872.5	17.5	-0.267317666666667
877.5	17.5	-0.282165095238095
882.5	17.5	-0.179524353174603
887.5	17.5	-0.173782047619048
892.5	17.5	-0.190286575396825
897.5	17.5	-0.190286575396825
902.5	17.5	-0.371029603174603
907.5	17.5	-0.360546337301587
912.5	17.5	-0.362671873015873
917.5	17.5	-0.3629575
922.5	17.5	-0.31107623015873
927.5	17.5	-0.462787833333333
932.5	17.5	-0.549328821428571
937.5	17.5	-0.589381849206349
942.5	17.5	-0.593797087301587
947.5	17.5	-0.598145607142857
952.5	17.5	-0.598335884920635
957.5	17.5	-0.598335884920635
962.5	17.5	-0.598873924242424
967.5	17.5	-0.594876706349206
972.5	17.5	-0.588155503968254
977.5	17.5	-0.59351542063492
982.5	17.5	-0.599388606782106
987.5	17.5	-0.599388606782106
992.5	17.5	-0.542324162698412
997.5	17.5	-0.590709670274171
2.5	22.5	-0.183470468253968
7.5	22.5	-0.178363992063492
12.5	22.5	-0.204669650793651
17.5	22.5	-0.212024559523809
22.5	22.5	-0.145782912698413
27.5	22.5	-0.252344916666667
32.5	22.5	-0.220405547619048
37.5	22.5	-0.220672825396825
42.5	22.5	-0.231616746031746
47.5	22.5	-0.222900257936508
52.5	22.5	-0.23109823015873
57.5	22.5	-0.158698988095238
62.5	22.5	-0.22522698015873
67.5	22.5	-0.22852946031746
72.5	22.5	-0.292172067460317
77.5	22.5	-0.303061666666667
82.5	22.5	-0.302725226190476
87.5	22.5	-0.286472424603175
92.5	22.5	-0.32474246031746
97.5	22.5	-0.328605297619048
102.5	22.5	-0.424780972222223
107.5	22.5	-0.424118055555556
112.5	22.5	-0.409248142857144
