"","x","y","value","soiltype","prob"
"1",10,10,0.000182753384739371,"1",0.156490463675734
"2",10,30,0.000310433833216901,"1",0.183607471636548
"3",10,50,0.000398462274509158,"1",0.198728172676689
"4",10,70,0.00041012281970332,"1",0.196390455750951
"5",10,90,0.000371413149205294,"1",0.182313177374125
"6",10,110,0.000341385580418041,"1",0.174863715700519
"7",10,130,0.000333300718114279,"1",0.177334536654872
"8",10,150,0.0003315896685761,"1",0.176454293235914
"9",10,170,0.000329198303868205,"1",0.167821495455027
"10",10,190,0.00029697291572554,"1",0.145293597708877
"11",10,210,0.000246535147275372,"1",0.118569641925399
"12",10,230,0.000223793325071841,"1",0.108667173701307
"13",10,250,0.000250490943851737,"1",0.122917044187869
"14",10,270,0.000335711733629206,"1",0.159440674128839
"15",10,290,0.000459981286196418,"1",0.205922737629929
"16",10,310,0.000557387520282399,"1",0.238694442780059
"17",10,330,0.000555894622515415,"1",0.236887291732338
"18",10,350,0.000503544905864202,"1",0.21944958033481
"19",10,370,0.000495776429035637,"1",0.223610013877661
"20",10,390,0.00050611154705919,"1",0.236742069681937
"21",10,410,0.000475929990532622,"1",0.228048875608403
"22",10,430,0.000421478114565377,"1",0.203537962588179
"23",10,450,0.000405058823256448,"1",0.196181452334293
"24",10,470,0.000411366629455199,"1",0.212600939228369
"25",10,490,0.000339653326922229,"1",0.22721674799548
"26",30,10,0.000249701087836098,"1",0.164961027288484
"27",30,30,0.000426646323100772,"1",0.195888839669936
"28",30,50,0.000568728093163674,"1",0.220246939173363
"29",30,70,0.00061355206542465,"1",0.227564498489524
"30",30,90,0.000574883571522794,"1",0.218155942288918
"31",30,110,0.000522596796517721,"1",0.207140889088809
"32",30,130,0.00048292552468663,"1",0.199873908841923
"33",30,150,0.000457714757250698,"1",0.190650978479518
"34",30,170,0.000442949174958949,"1",0.17703244881236
"35",30,190,0.000397119850115267,"1",0.151548367996285
"36",30,210,0.000329188260735933,"1",0.122909806258185
"37",30,230,0.000307562108206567,"1",0.115006780063195
"38",30,250,0.000357909165464685,"1",0.133452051030372
"39",30,270,0.000458690827313928,"1",0.165431824905781
"40",30,290,0.000588785063532878,"1",0.202930466127872
"41",30,310,0.000683762400916234,"1",0.229713676265339
"42",30,330,0.000664070420896495,"1",0.225180890016058
"43",30,350,0.000605389115225208,"1",0.210795947039344
"44",30,370,0.000611294808125961,"1",0.219978894640348
"45",30,390,0.000642693789703087,"1",0.237375940269682
"46",30,410,0.000617185469604145,"1",0.229526065768113
"47",30,430,0.000559903876601734,"1",0.205794277613774
"48",30,450,0.000546079465069423,"1",0.198936619402454
"49",30,470,0.000545704254307902,"1",0.212607469287375
"50",30,490,0.000440263134194976,"1",0.224344584365084
"51",50,10,0.000306700097814269,"1",0.173683407155276
"52",50,30,0.000523024289823421,"1",0.207268476567828
"53",50,50,0.000707992434150482,"1",0.236895048102657
"54",50,70,0.000781036013380889,"1",0.249322769326739
"55",50,90,0.000746956359087436,"1",0.242578186571049
"56",50,110,0.000677518397719763,"1",0.229577224170906
"57",50,130,0.000612245773917265,"1",0.217794363401391
"58",50,150,0.000577827565879707,"1",0.207763038929648
"59",50,170,0.000560650263441411,"1",0.19365721838602
"60",50,190,0.000494328556519882,"1",0.163482246449522
"61",50,210,0.000395342610466321,"1",0.128527744174587
"62",50,230,0.000372893855852954,"1",0.120569051796054
"63",50,250,0.000447783348573023,"1",0.142121142740342
"64",50,270,0.000545003706116856,"1",0.167530604319908
"65",50,290,0.000657050444848985,"1",0.196066404021631
"66",50,310,0.000738669858170879,"1",0.218841359497073
"67",50,330,0.00070853855905708,"1",0.213739276526276
"68",50,350,0.000655009375730258,"1",0.202516514190991
"69",50,370,0.000670706135887962,"1",0.213888763128855
"70",50,390,0.000710190185282312,"1",0.231125733803556
"71",50,410,0.000686606258883334,"1",0.222144940069934
"72",50,430,0.000635850484795027,"1",0.199833546434196
"73",50,450,0.000630775991444223,"1",0.194359582492084
"74",50,470,0.00062319350377819,"1",0.20585408976305
"75",50,490,0.000491752800373246,"1",0.214558944292707
"76",70,10,0.000352616591284914,"1",0.183432446847818
"77",70,30,0.000592184629048403,"1",0.217214726028885
"78",70,50,0.000785359117010327,"1",0.244749548799067
"79",70,70,0.000855667954545759,"1",0.25433916257364
"80",70,90,0.00082097818694368,"1",0.24649628131949
"81",70,110,0.000750469959741953,"1",0.234166308389719
"82",70,130,0.00069141011160687,"1",0.227089787762228
"83",70,150,0.000685633519661161,"1",0.227806731289883
"84",70,170,0.000690731026979176,"1",0.220369349636959
"85",70,190,0.000604784717988693,"1",0.186168522430953
"86",70,210,0.000460889944987255,"1",0.141215729614554
"87",70,230,0.00042528771861819,"1",0.129063742674371
"88",70,250,0.00050889859826121,"1",0.149532277711158
"89",70,270,0.000581454357332022,"1",0.166270979779255
"90",70,290,0.000660900539180104,"1",0.186702875328802
"91",70,310,0.000723896412945171,"1",0.20681391254973
"92",70,330,0.000694707362828477,"1",0.202955031572226
"93",70,350,0.000657706441331224,"1",0.195510644418442
"94",70,370,0.000676927022067478,"1",0.206771258494151
"95",70,390,0.000705462069444325,"1",0.219355654473381
"96",70,410,0.000677363244319422,"1",0.207459717581202
"97",70,430,0.000637465223629827,"1",0.186771625157515
"98",70,450,0.000641526680966533,"1",0.182457877314702
"99",70,470,0.000626954905154888,"1",0.191585551407202
"100",70,490,0.00048362242076732,"1",0.196914691907923
"101",90,10,0.000382416153587961,"1",0.190181094877274
"102",90,30,0.000625216884149518,"1",0.221040330232413
"103",90,50,0.000788444784114052,"1",0.239823124376004
"104",90,70,0.000824627325571859,"1",0.24036962511311
"105",90,90,0.00078396023912871,"1",0.229088649838506
"106",90,110,0.000729840564931458,"1",0.220070160647059
"107",90,130,0.000711383670684735,"1",0.225546197273915
"108",90,150,0.000771047078307714,"1",0.246794166386167
"109",90,170,0.000826923206120705,"1",0.253556730127169
"110",90,190,0.000737161863973443,"1",0.219727454425314
"111",90,210,0.000547615557612261,"1",0.16491591359751
"112",90,230,0.000482378920243378,"1",0.143963555628199
"113",90,250,0.000543766878519849,"1",0.156218692196859
"114",90,270,0.000570131722269395,"1",0.161053593675602
"115",90,290,0.000607769632206589,"1",0.173060344184176
"116",90,310,0.000648810002540525,"1",0.190587735150608
"117",90,330,0.000633269464307171,"1",0.190478501164923
"118",90,350,0.000625523852607825,"1",0.189072925486635
"119",90,370,0.000647515973495928,"1",0.199386946129859
"120",90,390,0.000655110823605652,"1",0.204511755713458
"121",90,410,0.000619256407096034,"1",0.188863440001035
"122",90,430,0.000586242259976575,"1",0.168983775243743
"123",90,450,0.000591108882888153,"1",0.164233022699521
"124",90,470,0.000569719578473228,"1",0.170522366803968
"125",90,490,0.000430326693105606,"1",0.172847459010827
"126",110,10,0.000383523990185359,"1",0.186564884222891
"127",110,30,0.000609282850248085,"1",0.212617894028725
"128",110,50,0.000727368890001746,"1",0.221712152320133
"129",110,70,0.00072985075717169,"1",0.214394948266336
"130",110,90,0.000692654087881555,"1",0.202110245184991
"131",110,110,0.000663639421556257,"1",0.197879238859774
"132",110,130,0.000692311073634763,"1",0.216315601658312
"133",110,150,0.000823648432446096,"1",0.259358320566355
"134",110,170,0.000943441648064591,"1",0.284256216304556
"135",110,190,0.000871430279361717,"1",0.256571189061375
"136",110,210,0.00065385546048259,"1",0.196838086593704
"137",110,230,0.000553919291953181,"1",0.16605037920876
"138",110,250,0.000563776414102353,"1",0.163575216700158
"139",110,270,0.000524316547845768,"1",0.152128283144215
"140",110,290,0.000511731709316016,"1",0.153084163417921
"141",110,310,0.000534257738599539,"1",0.168025157521831
"142",110,330,0.000550277422069495,"1",0.17666350430723
